domain,soa_rname,caa_iodef,dmarc_rua,dmarc_ruf,security_at_status,abuse_at_status,catch_all,mx_count
eden.so,dns@cloudflare.com,,,,accepted,accepted,False,1
edgetier.com,dns@jomax.net,,info@edgetier.com,info@edgetier.com,rejected,accepted,False,5
edgewaterresearch.com,dns@cloudflare.com,,683bcfc6@in.mailhardener.com,,mx-unreachable,mx-unreachable,None,1
edito-pdf.com,hostmaster@register.it,,,,rejected,accepted,False,1
eka.care,awsdns-hostmaster@amazon.com,,devops@eka.care,devops@eka.care,accepted(catch-all),accepted(catch-all),True,5
eliex.ai,dns@jomax.net,,dmarc@eliex.ai,dmarc@eliex.ai,accepted(catch-all),accepted(catch-all),True,5
elkat.no,dns@cloudflare.com,,,,rejected,accepted,False,5
ellipsend.com,awsdns-hostmaster@amazon.com,,dmarc-reports@ellipsend.com,,rejected,accepted,False,1
ellty.com,dns@cloudflare.com,,,,accepted(catch-all),accepted(catch-all),True,5
embankment.com,admin@dnsimple.com,,dmarc@embankment.com,,accepted,rejected,False,1
emerge-tech.io,dns@cloudflare.com,,re+d340b9931fd7@inbound.dmarcdigests.com,,rejected,accepted,False,1
enapter.com,hostmaster@he.net,,dmarc@enapter.com,,accepted,accepted,False,1
encoda.com,dns@jomax.net,support@encoda.com,msadmin@encoda.com,,rejected,rejected,False,1
encompassonsite.com,dns@jomax.net,,3349fe1ed39e601@rep.dmarcanalyzer.com,3349fe1ed39e601@for.dmarcanalyzer.com,rejected,rejected,False,4
enercity.de,domainmaster@htp.net,,dmarc-reply@enercity.de,,rejected,rejected,False,1
energyaspects.com,awsdns-hostmaster@amazon.com,,wp4dqykt@ag.eu.dmarcian.com,wp4dqykt@fr.eu.dmarcian.com,rejected,rejected,False,2
engrate.io,awsdns-hostmaster@amazon.com,,,,rejected,accepted,False,1
enlyft.com,dns@cloudflare.com,,7a08b3a544d24460a3ef7e81341764f7@dmarc-reports.cloudflare.net,,accepted,rejected,False,1
enrich.so,dns@cloudflare.com,,admin@enrich.so,,rejected,accepted,False,5
enrola.com.au,awsdns-hostmaster@amazon.com,,,,rejected,accepted,False,1
enshift.com,awsdns-hostmaster@amazon.com,,ers2onws@ag.eu.dmarcian.com; roey@enshift.com; balazs@enshift.com,,rejected,accepted,False,5
envoy.com,dns@cloudflare.com,,dmarc-reports@envoy.com,,accepted,accepted,False,5
eodhd.com,dns@jomax.net,,,,accepted(catch-all),accepted(catch-all),True,1
eon.io,awsdns-hostmaster@amazon.com,privacy@eon.io,,,accepted,accepted,False,5
epam.com,dns@cloudflare.com,,postmaster@epam.com,postmaster@epam.com,accepted,accepted,False,1
epsilon3.io,dns@jomax.net,,13bdc01d@mxtoolbox.dmarc-report.com,13bdc01d@forensics.dmarc-report.com,accepted,accepted,False,5
eramba.org,awsdns-hostmaster@amazon.com,,,,accepted(catch-all),accepted(catch-all),True,5
erlin.ai,dns@cloudflare.com,,data@erlin.ai,,rejected,accepted,False,5
escape.tech,awsdns-hostmaster@amazon.com,,dmarc@escape.tech; rua@dmarc.brevo.com,dmarc@escape.tech,accepted(catch-all),accepted(catch-all),True,7
esim.com.br,dns@cloudflare.com,,bpo@esim.com.br,bpo@esim.com.br,rejected,rejected,False,1
espm.br,awsdns-hostmaster@amazon.com,,seg.info@espm.br,,rejected,accepted,False,1
esputnik.com,awsdns-hostmaster@amazon.com,,fbl@esputnik.com,,accepted,accepted,False,5
estarter.co,awsdns-hostmaster@amazon.com,,,,rejected,accepted,False,5
estoko.com,awsdns-hostmaster@amazon.com,,,,accepted(catch-all),accepted(catch-all),True,1
esw.com,azuredns-hostmaster@microsoft.com,,dmarc_reports@esw.com,,rejected,rejected,False,1
etermax.com,awsdns-hostmaster@amazon.com,,postmaster.test@etermax.com,postmaster.test@etermax.com,accepted,accepted,False,5
eulerapp.com,dns@cloudflare.com,,dave@eulerapp.com; dmarc_agg@vali.email,,accepted(catch-all),accepted(catch-all),True,5
eunice.ai,awsdns-hostmaster@amazon.com,,dmarc@eunice.ai,dmarc@eunice.ai,accepted,accepted,False,1
evcomechanical.com,dns@cloudflare.com,,4e0cb064c78a4d1eb64426083591282f@dmarc-reports.cloudflare.net,,rejected,rejected,False,1
everestlabs.ai,dns@cloudflare.com,,,,accepted(catch-all),accepted(catch-all),True,5
evernote.com,cloud-dns-hostmaster@google.com,,reports@dmarc.bendingspoons.com,,accepted,accepted,False,7
evertrace.ai,awsdns-hostmaster@amazon.com,security@evertrace.ai,dmarc@evertrace.ai,,accepted,rejected,False,1
everwall.com,dns@cloudflare.com,,admin@everwall.com; re+a7fraqgmub1@dmarc.postmarkapp.com,admin@everwall.com; re+a7fraqgmub1@dmarc.postmarkapp.com,accepted(catch-all),accepted(catch-all),True,5
everymanjack.com,dns@dnsmadeeasy.com,,608608b0593b8@ag.dmarcly.com,608608b0593b8@fo.dmarcly.com,accepted,accepted,False,3
evolve-partners.com,dns@cloudflare.com,,,,rejected,rejected,False,1
exa.ai,dns@cloudflare.com,,dmarc@exa.ai,dmarc@exa.ai,accepted,accepted,False,5
explorium.ai,awsdns-hostmaster@amazon.com,,dmarc-reports@explorium.ai,dmarc-reports@explorium.ai,rejected,accepted,False,5
eyewa.com,dns@cloudflare.com,,1814-788-1025@asdmhw.com,1814-788-1025-f@asdmhw.com,accepted(catch-all),accepted(catch-all),True,5
eztexting.com,dns-admin@google.com,,webmaster@eztexting.com,,accepted(catch-all),accepted(catch-all),True,5
facilio.com,awsdns-hostmaster@amazon.com,,dmarc-reports@facilio.com,dmarc-reports@facilio.com,accepted,accepted,False,1
factori.ai,cloud-dns-hostmaster@google.com,,devops@lifesight.io,devops@lifesight.io,accepted(catch-all),accepted(catch-all),True,5
factset.com,dns@cloudflare.com,,dmarc_rua@emaildefense.proofpoint.com,dmarc_ruf@emaildefense.proofpoint.com,accepted(catch-all),accepted(catch-all),True,4
facturadirecta.com,awsdns-hostmaster@amazon.com,,,,accepted(catch-all),accepted(catch-all),True,7
fairly.com,awsdns-hostmaster@amazon.com,,dmarc_aggregate_analyser+878eccee04103cc8a0f906fc725b5dc2@zerobounce.net,dmarc_forensics_analyser+878eccee04103cc8a0f906fc725b5dc2@zerobounce.net,accepted,accepted,False,5
fal.ai,dns@cloudflare.com,,49a15b797484421f8bd536fd11538d90@dmarc-reports.cloudflare.net,,accepted,accepted,False,5
falconfeeds.io,dns@cloudflare.com,,1acd6cf6f18e4d3b91dceca5f21969c2@dmarc-reports.cloudflare.net,,accepted(catch-all),accepted(catch-all),True,5
familux.com,postmaster@your-server.de,,dmarc_agg@vali.email,,rejected,rejected,False,4
fanalists.com,hostmaster@transip.nl,,rua@dmarc.brevo.com,,accepted(catch-all),accepted(catch-all),True,1
fastbridgefiber.com,dns@jomax.net,,,,rejected,accepted,False,1
fastweigh.com,dns@cloudflare.com,,,,rejected,rejected,False,1
feedspace.io,dns@cloudflare.com,,,,accepted(catch-all),accepted(catch-all),True,3
fergus.com,awsdns-hostmaster@amazon.com,,dmarcreports@fergus.com,,accepted,accepted,False,1
fianu.io,dns@cloudflare.com,,d567078f20c4417b9886997af2f97cd9@dmarc-reports.cloudflare.net,,accepted(catch-all),accepted(catch-all),True,5
fiber.ai,hostmaster@registrar-servers.com,,,,accepted(catch-all),accepted(catch-all),True,6
fifthrow.com,awsdns-hostmaster@amazon.com,,v9slvnuc@ag.eu.dmarcian.com,,accepted(catch-all),accepted(catch-all),True,5
figr.design,awsdns-hostmaster@amazon.com,,dmarc-reports@figr.design,,accepted(catch-all),accepted(catch-all),True,5
findable.ai,dns@cloudflare.com,,dmarc@findable.ai,,accepted,accepted,False,5
findymail.com,dns@cloudflare.com,,67dd67569629496d9fb3e51bc1e23f52@dmarc-reports.cloudflare.net,,accepted,accepted,False,5
finoptimal.com,dns@cloudflare.com,,developer@finoptimal.com,,accepted(catch-all),accepted(catch-all),True,5
finout.io,awsdns-hostmaster@amazon.com,,dmarc-reports@finout.io,,accepted,accepted,False,5
finthesis.io,hostmaster@gandi.net,,,,accepted(catch-all),accepted(catch-all),True,5
fintoc.com,dns@cloudflare.com,,dmarc-reports@fintoc.com,,accepted,accepted,False,5
firebird.ai,dns@cloudflare.com,,aab75eebc5@rua.easydmarc.asia,aab75eebc5@ruf.easydmarc.asia,accepted(catch-all),accepted(catch-all),True,1
fireflies.ai,dns@cloudflare.com,,dmarc@sendgrid.com,dmarc@sendgrid.com,accepted(catch-all),accepted(catch-all),True,6
firstlight.farm,dns@cloudflare.com,,85bd9bf13b@rua.easydmarc.com; dmarc@firstlight.farm,85bd9bf13b@ruf.easydmarc.com; dmarc@firstlight.farm,rejected,rejected,False,1
firstlook.gg,dns@cloudflare.com,,re+b41ce275312d@inbound.dmarcdigests.com,,accepted(catch-all),accepted(catch-all),True,5
fitsamerica.com,awsdns-hostmaster@amazon.com,,,,rejected,accepted,False,5
flalingo.com,dns@cloudflare.com,,,,accepted(catch-all),accepted(catch-all),True,5
flashbots.net,dns@cloudflare.com,,5699e3095d56.a@dmarcinput.com; infra-reports-dmarc@flashbots.net,5699e3095d56.f@dmarcinput.com; infra-reports-dmarc@flashbots.net,accepted(catch-all),accepted(catch-all),True,5
flashvote.com,awsdns-hostmaster@amazon.com,,l7qvshfu@ag.us.dmarcian.com; reports@flashvote.com,5867fb80@forensics.dmarc-report.com; reports@flashvote.com,accepted(catch-all),accepted(catch-all),True,5
fleetx.io,dns@cloudflare.com,,e44dbef7d9594d398e7d1a3b3be42ebf@dmarc-reports.cloudflare.net; rua@dmarc.brevo.com,,rejected,accepted,False,5
flexmls.com,jfreed@fbsdata.com,,re+7dd5c5712731@inbound.dmarcdigests.com,dmarcreports@fbsdata.com,accepted,accepted,False,5
flipsnack.com,awsdns-hostmaster@amazon.com,,ipmuf4@ar.glockapps.com; dmarc@flipsnack.com,ipmuf4@fr.glockapps.com,rejected,accepted,False,5
flodesk.com,dns@cloudflare.com,,6d28a8ba@mxtoolbox.dmarc-report.com,6d28a8ba@forensics.dmarc-report.com,accepted,accepted,False,5
floorfound.com,cloud-dns-hostmaster@google.com,,,,accepted(catch-all),accepted(catch-all),True,5
floorspace.ca,cloud-dns-hostmaster@google.com,,postmaster@floorspace.ca,,rejected,rejected,False,1
flora.ai,dns@cloudflare.com,,79243a9b491d4289a0c91ded52dabb32@dmarc-reports.cloudflare.net,,rejected,accepted,False,5
flotiq.com,dns@cloudflare.com,,hello@flotiq.com,,accepted(catch-all),accepted(catch-all),True,1
flowcode.com,dns@cloudflare.com,,80f63025@mxtoolbox.dmarc-report.com; secops@flowcode.com,80f63025@forensics.dmarc-report.com,accepted(catch-all),accepted(catch-all),True,5
flowcredi.com.br,awsdns-hostmaster@amazon.com,,,,rejected,accepted,False,5
flowrms.com,hostmaster@flowrms.com,,dmarc@flowrms.com,dmarc@flowrms.com,rejected,rejected,False,1
fluss.io,awsdns-hostmaster@amazon.com,,tom@fluss.io,tom@fluss.io,rejected,accepted,False,3
flylance.com,dns@cloudflare.com,,mnexaouw@ag.us.dmarcian.com,mnexaouw@fr.us.dmarcian.com,accepted(catch-all),accepted(catch-all),True,5
fomo.ai,admins@siteground.com,,hi@fomo.ai,,rejected,accepted,False,5
fonzi.ai,dns@cloudflare.com,engineering@fonzi.ai,dmarc@fonzi.ai,,rejected,accepted,False,1
foodello.com,dns@cloudflare.com,,8cac4dcbf2b44bf2b2076c319d8c9ad5@dmarc-reports.cloudflare.net,ruf@fiksuruoka.fi,rejected,rejected,False,1
foresight.ai,awsdns-hostmaster@amazon.com,,b6bbeaae7f@rua.easydmarc.us,b6bbeaae7f@ruf.easydmarc.us,accepted,rejected,False,1
forinvest.com,awsdns-hostmaster@amazon.com,,dmarc-report@forinvest.com,dmarc-report@forinvest.com,accepted(catch-all),accepted(catch-all),True,5
formant.io,awsdns-hostmaster@amazon.com,,dmarc-reports@formant.io,,accepted,accepted,False,5
formassembly.com,awsdns-hostmaster@amazon.com,,dmtw9qcp@ag.dmarcian.com,,accepted,accepted,False,5
formly.ai,dns@cloudflare.com,,stodd@formly.ai,stodd@formly.ai,accepted(catch-all),accepted(catch-all),True,5
forter.com,awsdns-hostmaster@amazon.com,,dmarcreports@forter.com,,accepted,accepted,False,5
foundational.io,awsdns-hostmaster@amazon.com,,dmarc@foundational.io,,accepted(catch-all),accepted(catch-all),True,5
founderplus.id,dns@cloudflare.com,,12d6a5bc33b14a4bb083ebb5b862a54f@dmarc-reports.cloudflare.net,,accepted(catch-all),accepted(catch-all),True,1
fourthwall.tv,dns@cloudflare.com,,61a7333a22d7490291fa79cdbfd43631@dmarc-reports.cloudflare.net; 2d3e9276@mxtoolbox.dmarc-report.com,fwmsupport@fwm.tv,rejected,accepted,False,1
fpre.ch,azuredns-hostmaster@microsoft.com,,,,rejected,rejected,False,1
frambemanning.se,hostmaster@one.com,,peder.vikstrom@frambemanning.se,peder.vikstrom@frambemanning.se,rejected,accepted,False,1
frame.io,awsdns-hostmaster@amazon.com,,adobe@rua.agari.com; dmarc-notifications@frame.io,adobe@ruf.agari.com; dmarc-notifications@frame.io,accepted,rejected,False,2
fraudlogix.com,dns@cloudflare.com,,,,accepted(catch-all),accepted(catch-all),True,2
freedom.world,dns@cloudflare.com,,dmarcreports@freedom.world,,accepted(catch-all),accepted(catch-all),True,5
freee.co.jp,awsdns-hostmaster@amazon.com,,psirt@freee.co.jp,psirt+fail@freee.co.jp,accepted(catch-all),accepted(catch-all),True,5
fresha.com,awsdns-hostmaster@amazon.com,,e3bfdf21ad@rua.easydmarc.eu,e3bfdf21ad@ruf.easydmarc.eu,accepted(catch-all),accepted(catch-all),True,5
freshbus.com,dns@cloudflare.com,,,,rejected,accepted,False,5
freshpoint.cz,admin@forpsi.com,,,,accepted(catch-all),accepted(catch-all),True,5
frictionlessit.net,dns@jomax.net,,emailreports@frictionlessit.net,emailreports@frictionlessit.net,mx-unreachable,mx-unreachable,None,2
friday.nl,hostmaster@webstores.nl,,dmarc-report@friday.nl,dmarc-report@friday.nl,rejected,accepted,False,4
frontguys.fr,hostmaster@1and1.com,,marc@frontguys.fr,dmarc@frontguys.fr,accepted,rejected,False,1
frsport.com,dns@cloudflare.com,,9ade52b26abd41e18726a7444f0a283f@dmarc-reports.cloudflare.net,,accepted(catch-all),accepted(catch-all),True,5
fulfyld.com,dns@cloudflare.com,,4f7a4b4eeeab47438834735116cae8f3@dmarc-reports.cloudflare.net,,accepted(catch-all),accepted(catch-all),True,1
fullenrich.com,cloud-dns-hostmaster@google.com,,dmarc-reports@fullenrich.com,,accepted(catch-all),accepted(catch-all),True,5
fundify.com,awsdns-hostmaster@amazon.com,,rua@fundify.com; 994d43e550@rua.easydmarc.us,994d43e550@ruf.easydmarc.us,accepted(catch-all),accepted(catch-all),True,5
furious-squad.com,tech@ovh.net,,,,rejected,accepted,False,5
fusionpact.com,cloud-dns-hostmaster@google.com,,support@fusionpact.com,,accepted(catch-all),accepted(catch-all),True,5
futureprinciple.com,dns@cloudflare.com,,60660a3950da46d98d8df5ded5747104@dmarc-reports.cloudflare.net,secops@futureprinciple.com,accepted(catch-all),accepted(catch-all),True,5
futuresearch.ai,dns@cloudflare.com,,,,accepted(catch-all),accepted(catch-all),True,5
futuresnoops.com,awsdns-hostmaster@amazon.com,,junk@futuresnoops.com,junk@futuresnoops.com,rejected,accepted,False,1
fyma.ai,cloud-dns-hostmaster@google.com,,dmarc-reports@fyma.ai,,rejected,accepted,False,5
fynite.ai,dns@cloudflare.com,,,,rejected,accepted,False,5
fyxer.com,dns@jomax.net,,saurav.raj@fyxer.com,,accepted,accepted,False,5
gabriel.sk,root@amis.sk,,,dmarc-reports@amis.sk,accepted(catch-all),accepted(catch-all),True,1
gaiasuite.com,tech@rrpproxy.net,,rua@dmarc.brevo.com,,rejected,rejected,False,1
gameball.co,awsdns-hostmaster@amazon.com,,mohamed.ashraf+dmarcreports@gameball.co,mohamed.ashraf+dmarcforensics@gameball.co,rejected,accepted,False,6
gamma.app,dns@cloudflare.com,,dmarc@gamma.app,,rejected,accepted,False,5
gatsby.events,dns@cloudflare.com,,,,accepted(catch-all),accepted(catch-all),True,6
gcaa.gov.ae,domains@etisalat.ae,,02ec544f@inbox.ondmarc.com; bufbuccgzo@rua.threatcop.ae,02ec544f@inbox.ondmarc.com; bufbuccgzo@ruf.threatcop.ae,mx-unreachable,mx-unreachable,None,2
gcit.com.au,dns@cloudflare.com,,c73390d6fdd1643@rep.dmarcanalyzer.com,c73390d6fdd1643@for.dmarcanalyzer.com,rejected,rejected,False,1
gdicwins.com,dns@cloudflare.com,,ipm26oh@ar.glockapps.com; admin@gdicwins.com,ipm26oh@fr.glockapps.com; admin@gdicwins.com,rejected,rejected,False,1
geekbot.com,dns@cloudflare.com,,re+b79e25cbc8a7@inbound.dmarcdigests.com,,accepted(catch-all),accepted(catch-all),True,3
gem.com,awsdns-hostmaster@amazon.com,,dmarc-reports@gem.com,,accepted(catch-all),accepted(catch-all),True,5
genei.es,tech@ovh.net,,dmarc.rua@genei.es,dmarc.ruf@genei.es,accepted(catch-all),accepted(catch-all),True,1
general.legal,dns@cloudflare.com,,dmarc@general.legal,,rejected,accepted,False,5
generect.com,dns@cloudflare.com,,info@generect.com,,accepted(catch-all),accepted(catch-all),True,5
genialcare.com.br,dns@cloudflare.com,,52e9af8114ff44789bb4888410fe4fd9@dmarc-reports.cloudflare.net,,rejected,accepted,False,5
genially.com,awsdns-hostmaster@amazon.com,,,support@genial.ly,accepted,accepted,False,5
genloop.ai,dns@cloudflare.com,,,,rejected,accepted,False,1
geopard.tech,awsdns-hostmaster@amazon.com,,rua@dmarc.brevo.com,,rejected,accepted,False,5
geopoll.com,dns@cloudflare.com,,dmarc-reports@geopoll.com,dmarc-reports@geopoll.com,accepted(catch-all),accepted(catch-all),True,1
geotab.com,cloud-dns-hostmaster@google.com,it@geotab.com,f295e444@mxtoolbox.dmarc-report.com; dmarc@geotab.com,f295e444@forensics.dmarc-report.com; dmarc@geotab.com,accepted(catch-all),accepted(catch-all),True,5
getaleph.com,domains+netlify@netlify.com,,re+caace9835b35@inbound.dmarcdigests.com,,accepted,accepted,False,5
getaptly.com,dns@cloudflare.com,,,,rejected,rejected,False,1
getbalance.com,awsdns-hostmaster@amazon.com,,,,accepted(catch-all),accepted(catch-all),True,5
getboomerang.ai,awsdns-hostmaster@amazon.com,,dmarc-reports@getboomerang.ai,,rejected,accepted,False,5
getcroissant.com,dns@cloudflare.com,,dmarc_agg@vali.email,,rejected,accepted,False,5
getdalton.com,hostmaster@neostrada.nl,,,,accepted(catch-all),accepted(catch-all),True,1
getdex.com,hostmaster@registrar-servers.com,,,,accepted,accepted,False,5
getken.ai,dns@cloudflare.com,,rua@dmarc.brevo.com,,rejected,accepted,False,1
getloper.com,dns@cloudflare.com,,developer@getloper.com,,rejected,accepted,False,5
getmontecarlo.com,awsdns-hostmaster@amazon.com,domains@montecarlodata.com,649dc90f084f5@ag.dmarcly.com,649dc90f084f5@fo.dmarcly.com,rejected,accepted,False,1
getpalm.com,awsdns-hostmaster@amazon.com,,,,accepted,accepted,False,5
getrecast.com,awsdns-hostmaster@amazon.com,,5nby2faq@ag.us.dmarcian.com; michael.solimano@getrecast.com,,accepted(catch-all),accepted(catch-all),True,5
getredo.com,awsdns-hostmaster@amazon.com,,dmarc-reports@getredo.com,,accepted(catch-all),accepted(catch-all),True,5
getresponse.com,dns@dnsmadeeasy.com,security@getresponse.com,dmarc_agg@dmarc.everest.email,dmarc_fr@dmarc.everest.email,accepted,accepted,False,1
getsales.io,dns@cloudflare.com,,,,rejected,accepted,False,5
getsift.ai,dns@cloudflare.com,,dmarc@getsift.ai,dmarc@getsift.ai,accepted,accepted,False,5
getspeedpoint.com,awsdns-hostmaster@amazon.com,,,,accepted(catch-all),accepted(catch-all),True,5
getsponsy.com,dns@cloudflare.com,,929f2360e2f148828308ec6144c322fa@dmarc-reports.cloudflare.net; re+nzdyjzvmsp3@dmarc.postmarkapp.com,miguel@getsponsy.com,accepted(catch-all),accepted(catch-all),True,5
giatecscientific.com,dns@cloudflare.com,,dmarc@giatecscientific.com,dmarc@giatecscientific.com,rejected,rejected,False,1
giftpoint.io,dns@cloudflare.com,,,,rejected,accepted,False,5
gigantic.pt,root@c94231.sgvps.net,,joao.felix@gigantic.pt,joao.felix@gigantic.pt,rejected,accepted,False,5
gighq.ai,dns@cloudflare.com,,d3969ed473914af3bde7dfcb5d36b7a1@dmarc-reports.cloudflare.net,,accepted(catch-all),accepted(catch-all),True,1
gigstack.io,dns@cloudflare.com,,lrpcm89i@ag.us.dmarcian.com,,rejected,accepted,False,5
gigworx.com,dns@jomax.net,,,,rejected,rejected,False,1
gleap.io,dns@cloudflare.com,,7d378fe3624e.a@dmarcinput.com,7d378fe3624e.f@dmarcinput.com,accepted,accepted,False,5
glede.app,dns@jomax.net,,dmarc@glede.app,,rejected,accepted,False,5
glichealth.com,dns@jomax.net,,dmarc-reports@glichealth.com,,accepted(catch-all),accepted(catch-all),True,5
globaldatabase.com,dns@cloudflare.com,,90465074de234bc0afba6f5a1b1bf580@dmarc-reports.cloudflare.net; dmarc@globaldatabase.com,,rejected,rejected,False,1
globalmacit.com,dns@cloudflare.com,,801e9679b0a8460b863a2d19fa4129c5@dmarc-reports.cloudflare.net; lqh62nhu@ag.dmarcian.com,,rejected,rejected,False,1
glowtify.com,dns@cloudflare.com,,f988187d051f40e79acb2413356faaa8@dmarc-reports.cloudflare.net; re+jkfqqvqhegg@dmarc.postmarkapp.com,,rejected,accepted,False,5
go1.com,dns@cloudflare.com,,dmarc@go1.com,dmarc@go1.com,accepted,rejected,False,1
goalfy.com.br,dns@cloudflare.com,,,,rejected,accepted,False,5
goconsensus.com,awsdns-hostmaster@amazon.com,,postmaster@goconsensus.com; dmarc@goconsensus.com,,accepted,accepted,False,5
gocsm.com,dns@jomax.net,,,,accepted(catch-all),accepted(catch-all),True,5
goextrovert.com,dns@jomax.net,,dmarc@goextrovert.com,support@goextrovert.com,rejected,accepted,False,1
goideally.com,dns@cloudflare.com,,3da640cf9c2a4dbca48ee5f135715ca2@dmarc-reports.cloudflare.net; re+60f0818faf85@inbound.dmarcdigests.com,,accepted(catch-all),accepted(catch-all),True,5
goldfishads.com,dns@jomax.net,,dmarc@goldfishads.com,,rejected,accepted,False,5
goldwasserexchange.be,awsdns-hostmaster@amazon.com,,tgdcvuwm@rua.dmarceye.com,,accepted,rejected,False,1
gomining.com,dns@cloudflare.com,,noreply@gomining.com,,rejected,accepted,False,1
gong.io,awsdns-hostmaster@amazon.com,,ca8ec32e88694d7b8453bdf9ba62487c@dmarc-reports.cloudflare.net,,accepted(catch-all),accepted(catch-all),True,2
goodfin.com,cloud-dns-hostmaster@google.com,,dmarc-reports@goodfin.com,,accepted(catch-all),accepted(catch-all),True,5
goodwatercap.com,dns@jomax.net,,4gp0utlv@ag.us.dmarcian.com,4gp0utlv@fr.us.dmarcian.com,accepted(catch-all),accepted(catch-all),True,5
gopitcrew.com,awsdns-hostmaster@amazon.com,,dmarc_rua@onsecureserver.net,,accepted(catch-all),accepted(catch-all),True,5
gothru.co,awsdns-hostmaster@amazon.com,,,,rejected,accepted,False,5
gowindmill.com,awsdns-hostmaster@amazon.com,,dmarcreports@gowindmill.com,,rejected,accepted,False,1
gpbullhound.com,dns@nmugroup.com,,0ef120254b65805@rep.dmarcanalyzer.com,0ef120254b65805@for.dmarcanalyzer.com,accepted,accepted,False,2
grafana.com,awsdns-hostmaster@amazon.com,,grc@grafana.com; dmarc_agg@vali.email,grc@grafana.com,accepted(catch-all),accepted(catch-all),True,5
grapelaw.com,dns@cloudflare.com,,,,accepted(catch-all),accepted(catch-all),True,1
grasp.gg,awsdns-hostmaster@amazon.com,,dmarc-reports@grasp.gg,dmarc-forensics@grasp.gg,accepted(catch-all),accepted(catch-all),True,5
grasp.study,hostmaster@registrar-servers.com,,,,rejected,accepted,False,5
gravl.io,dns@cloudflare.com,,dmarcreports@lovable.dev,,rejected,accepted,False,5
green-api.com,noc@1gb.ru,,,,rejected,rejected,False,1
greenhawk.co.nz,dns@cloudflare.com,,mailadmin@greenhawk.co.nz,,rejected,rejected,False,1
greenstreet.com,awsdns-hostmaster@amazon.com,,dmarc@8340m30u.uriports.com,dmarc@8340m30u.uriports.com,accepted,rejected,False,1
gridium.com,awsdns-hostmaster@amazon.com,,dmarcreports@gridium.com,,accepted(catch-all),accepted(catch-all),True,7
grinfi.io,dns@cloudflare.com,,re+liogstpgc7i@dmarc.postmarkapp.com,,accepted(catch-all),accepted(catch-all),True,5
groupesignalisation.ca,dns@jomax.net,,,,rejected,accepted,False,5
grove.co,dns@cloudflare.com,,dmarc-reports@grove.co,,temp-fail,temp-fail,False,2
growhouse.co,dns@cloudflare.com,,,,rejected,accepted,False,5
growthfactor.ai,dns@cloudflare.com,,,,accepted,accepted,False,5
growthkitchen.co,admins@siteground.com,,,,rejected,accepted,False,5
grupoamericainterior.com.ar,dns@cloudflare.com,,92df8d7c86f64808995d009177e608e8@dmarc-reports.cloudflare.net; tassi.javier@grupoamerica.com.ar; martin.cristian@grupoamerica.com.ar,,rejected,accepted,False,1
grupoeon.com.ar,dns@cloudflare.com,,soporte@grupoeon.com.ar; dmarc-reports@grupoeon.com.ar,,accepted(catch-all),accepted(catch-all),True,5
grupovelas.com.br,dns@cloudflare.com,,ernandes@grupovelas.com.br,,rejected,accepted,False,5
gtlaw.com.au,awsdns-hostmaster@amazon.com,,0dad12f05d9f637@rep.dmarcanalyzer.com,0dad12f05d9f637@for.dmarcanalyzer.com,rejected,rejected,False,2
gudeco.de,dns@jomax.net,,re+lpk1rmrqbxc@dmarc.postmarkapp.com,,rejected,rejected,False,1
gxl.ai,dns@cloudflare.com,,so_interlaced@gxl.ai,,rejected,accepted,False,1
gyramais.com.br,hostmaster@gyramais.com.br,,postmaster@gyramais.com.br,postmaster@gyramais.com.br,rejected,accepted,False,6
hackle.io,awsdns-hostmaster@amazon.com,,,,accepted,accepted,False,6
haiku.fr,dns@cloudflare.com,,service@haiku.fr,,accepted,accepted,False,5
halfmoonempanadas.com,dns@cloudflare.com,,dmarcreports@lovable.dev; dmarc_agg@vali.email,,rejected,rejected,False,1
haloai.co.id,dns@cloudflare.com,,,,rejected,accepted,False,5
handwrytten.com,awsdns-hostmaster@amazon.com,,rua@dmarc.brevo.com; dmarc@handwrytten.com,,accepted,rejected,False,1
handy.la,awsdns-hostmaster@amazon.com,,d5270f8a@dmarc.mailgun.org; xhp2gfywq5e@inbox.ondmarc.com,d5270f8a@dmarc.mailgun.org; xhp2gfywq5e@inbox.ondmarc.com,accepted(catch-all),accepted(catch-all),True,5
happycog.com,dns@cloudflare.com,,e5477a3e67db4edfb9c6e8cd84d75191@dmarc-reports.cloudflare.net,,accepted(catch-all),accepted(catch-all),True,5
harness.io,cloud-dns-hostmaster@google.com,,ptdkmfln@ag.us.dmarcian.com,ptdkmfln@fr.us.dmarcian.com,accepted(catch-all),accepted(catch-all),True,2
hbflavor.com,hostmaster@hichina.com,,dmarc@hbflavor.com,,accepted(catch-all),accepted(catch-all),True,2
headlight.co,cloud-dns-hostmaster@google.com,,dmarc_reports@headlight.co,,accepted,accepted,False,5
healthkey.health,dns@jomax.net,,dmarc@healthkey.health,,rejected,accepted,False,6
heavybit.com,dns@cloudflare.com,,438ce9d20d3944c0bd26043643308b06@dmarc-reports.cloudflare.net; dmarc@4cy5x960.uriports.com,dmarc@4cy5x960.uriports.com,accepted(catch-all),accepted(catch-all),True,5
hectorai.live,awsdns-hostmaster@amazon.com,,rua@dmarc.brevo.com,,rejected,accepted,False,5
