email,domain,phase,source_url
badaro@cles.org,cles.org,consensus-tier-B,https://cles.org/
badrudduza.ahmed@nocfo.io,nocfo.io,consensus-tier-B,https://www.nocfo.io/fi/contact
balazs@enshift.com,enshift.com,tier1-2-dns:dmarc_rua,
bb@timoneilassociates.com,timoneilassociates.com,tier1-2-dns:dmarc_rua,
bd@scientist.com,scientist.com,consensus-tier-B,https://www.scientist.com/contact
be@print.com,print.com,C-other,https://print.com/contact
beirut@cles.org,cles.org,consensus-tier-B,https://cles.org/
benjamin@flodesk.com,flodesk.com,consensus-tier-B,https://flodesk.com/
beo@shops.bebakids.com,bebakids.com,consensus-tier-B,http://www.bebakids.com/
bernie@techpromarketing.com,techpromarketing.com,C-other,https://techpromarketing.com/contact
big@shops.bebakids.com,bebakids.com,consensus-tier-B,http://www.bebakids.com/
bigfashion@shops.bebakids.com,bebakids.com,consensus-tier-B,http://www.bebakids.com/
bigfashionns@shops.bebakids.com,bebakids.com,consensus-tier-B,http://www.bebakids.com/
billing.uk@keboola.com,keboola.com,consensus-tier-B,https://www.keboola.com/contact
billing.us@keboola.com,keboola.com,consensus-tier-B,https://www.keboola.com/contact
billing@algolia.com,algolia.com,consensus-tier-B,https://www.algolia.com/contact
billing@customer.io,customer.io,consensus-tier-B,https://customer.io/contact
billing@expo.dev,expo.dev,consensus-tier-B,https://expo.dev/terms
billing@karbonhq.com,karbonhq.com,consensus-tier-B,https://karbonhq.com/contact-us
billing@keboola.com,keboola.com,consensus-tier-B,https://www.keboola.com/contact
billing@linear.app,linear.app,consensus-tier-B,https://linear.app/terms
billing@quartile.com,quartile.com,consensus-tier-B,https://www.quartile.com/contact-us
billing@rolli.ai,rolli.ai,consensus-tier-B,https://rolli.ai/terms
billing@rudderstack.com,rudderstack.com,C-other,https://rudderstack.com/contact
billingteam@sproutsocial.com,sproutsocial.com,consensus-tier-B,https://sproutsocial.com/legal/
bimi@rocketlane.com,rocketlane.com,tier1-2-dns:dmarc_rua,
bio@dma-group.co.uk,dma-group.co.uk,tier1-2-dns:dmarc_rua,
biuro@begolden.com.pl,begolden.com.pl,consensus-tier-B,https://www.begolden.com.pl/
bizdev@pearl.com,pearl.com,consensus-tier-B,https://www.pearl.com/
bkim@crystalknows.com,crystalknows.com,tier1-2-dns:dmarc_rua,
bkim@crystalknows.com,crystalknows.com,tier1-2-dns:dmarc_ruf,
bmiller@blockscholes.com,blockscholes.com,tier1-2-dns:dmarc_rua,
bmiller@blockscholes.com,blockscholes.com,tier1-2-dns:dmarc_ruf,
bohdan.kucheriavyi@zapal.tech,zapal.tech,consensus-tier-B,https://www.zapal.tech/
bookingsstcvertrieb@savecall.de,savecall.de,C-other,https://savecall.de/contact
bounce@bidprime.com,bidprime.com,tier1-2-dns:dmarc_rua,
bounce@bidprime.com,bidprime.com,tier1-2-dns:dmarc_ruf,
bpo@esim.com.br,esim.com.br,tier1-2-dns:dmarc_rua,
bpo@esim.com.br,esim.com.br,tier1-2-dns:dmarc_ruf,
bra@allunite.com,allunite.com,consensus-tier-B,https://allunite.com/
branbergen@dataprovider.com,dataprovider.com,security.txt,https://www.dataprovider.com/security.txt
brands@socialtip.io,socialtip.io,consensus-tier-B,https://socialtip.io/en-us/contact/
brent@synply.io,synply.io,consensus-tier-B,https://synply.io/contact
brisbane@morgans.com.au,morgans.com.au,consensus-tier-B,https://morgans.com.au/
brittany.wolfe@lokalise.com,lokalise.com,consensus-tier-B,https://lokalise.com/
bryan@appflow.ai,appflow.ai,tier1-2-dns:dmarc_rua,
bugbounty@agicap.com,agicap.com,security.txt,https://agicap.com/.well-known/security.txt
bugbounty@agicap.com,agicap.com,consensus-tier-A,https://agicap.com/.well-known/security.txt
bugbounty@infakt.pl,infakt.pl,security.txt,https://infakt.pl/.well-known/security.txt
bugbounty@infakt.pl,infakt.pl,consensus-tier-A,https://www.infakt.pl/.well-known/security.txt
bugbounty@mercadolibre.com,mercadolibre.com,security.txt,https://mercadolibre.com/security.txt
bugbounty@mercadolibre.com,mercadolibre.com,consensus-tier-A,https://mercadolibre.com/security.txt
bugbounty@mixpanel.com,mixpanel.com,security.txt,https://mixpanel.com/.well-known/security.txt
bugbounty@mixpanel.com,mixpanel.com,consensus-tier-A,https://mixpanel.com/.well-known/security.txt
bugbounty@rallyuxr.com,rallyuxr.com,consensus-tier-A,https://www.rallyuxr.com/security
bugbounty@sumup.com,sumup.com,security.txt,https://sumup.com/.well-known/security.txt
bugbounty@sumup.com,sumup.com,consensus-tier-A,https://sumup.com/.well-known/security.txt
businessdevelopment@tradestation.com,tradestation.com,C-other,https://tradestation.com/contact-us
busquedas@e-cruce.com,e-cruce.com,consensus-tier-B,https://www.e-cruce.com/
bw@shops.bebakids.com,bebakids.com,consensus-tier-B,http://www.bebakids.com/
bwilliams@csllcnow.com,csllcnow.com,consensus-tier-B,https://www.csllcnow.com/contact
cab@are.na,are.na,tier1-2-dns:dmarc_ruf,
cacak@shops.bebakids.com,bebakids.com,consensus-tier-B,http://www.bebakids.com/
cancellations@cbinsights.com,cbinsights.com,consensus-tier-B,https://www.cbinsights.com/legal
cards@airpay.co.in,airpay.co.in,consensus-tier-B,https://airpay.co.in/contact-us
care@cashfree.com,cashfree.com,consensus-tier-B,https://www.cashfree.com:443/
care@chetto.ai,chetto.ai,consensus-tier-B,https://chetto.ai/
care@feedly.com,feedly.com,consensus-tier-B,https://feedly.com/i/my
care@freshbus.com,freshbus.com,consensus-tier-B,https://www.freshbus.com/
care@me.sh,me.sh,consensus-tier-B,https://library.me.sh/knowledge-base/security-and-privacy/
care@rocketlane.com,rocketlane.com,consensus-tier-B,https://rocketlane.com/
career@seyna.eu,seyna.eu,consensus-tier-B,https://www.seyna.eu/contact-us
career@wikifarmer.com,wikifarmer.com,C-other,https://wikifarmer.com/contact
careers@austintechnology.com.au,austintechnology.com.au,consensus-tier-B,https://austintechnology.com.au/contact-us/
careers@coros.com,coros.com,consensus-tier-B,https://coros.com/contact
careers@fastweigh.com,fastweigh.com,C-other,https://fastweigh.com/about
careers@hushh.ai,hushh.ai,consensus-tier-B,https://hushh.ai/contact
careers@icustomer.ai,icustomer.ai,C-other,https://icustomer.ai/contact
careers@kubit.ai,kubit.ai,C-other,https://kubit.ai/about
careers@payouts.com,payouts.com,C-other,https://payouts.com/about
careers@quotech.io,quotech.io,consensus-tier-B,https://quotech.io/
careers@sproutsocial.com,sproutsocial.com,consensus-tier-B,https://sproutsocial.com/legal/
carrier@loadsmart.com,loadsmart.com,consensus-tier-B,https://loadsmart.com/contact/
ccpa@amplitude.com,amplitude.com,consensus-tier-B,https://amplitude.com/privacy
celine.naveau@semactic.com,semactic.com,consensus-tier-B,https://semactic.com/en
ceo@iproxy.online,iproxy.online,consensus-tier-B,https://iproxy.online/
cerny@8m.eu,8m.eu,consensus-tier-B,https://8m.eu/
certmaster@alchemy.com,alchemy.com,tier1-2-dns:caa_iodef,
channelcompliance@sproutsocial.com,sproutsocial.com,consensus-tier-B,https://sproutsocial.com/legal/
charles@alpic.ai,alpic.ai,C-other,https://alpic.ai/about
chris.joseph@yuzedata.com,yuzedata.com,consensus-tier-B,https://www.yuzedata.com/terms
chris.pickford@quotech.io,quotech.io,consensus-tier-B,https://quotech.io/
chris@andcapitalventures.com,andcapitalventures.com,tier1-2-dns:dmarc_rua,
chris@prscnt.com,prscnt.com,consensus-tier-B,https://prscnt.com/
chrisprice@sixtyfour.ai,sixtyfour.ai,tier1-2-dns:dmarc_rua,
christchurch@rubix.nz,rubix.nz,consensus-tier-B,https://rubix.nz/
christian@consensus.app,consensus.app,tier1-2-dns:dmarc_rua,
citas@heybloome.com,heybloome.com,tier1-2-dns:dmarc_rua,
citas@heybloome.com,heybloome.com,consensus-tier-B,https://heybloome.com/
claims@shipsaving.com,shipsaving.com,consensus-tier-B,https://www.shipsaving.com/en/terms
clientexperience@tradestation.com,tradestation.com,C-other,https://tradestation.com/contact-us
clients@hellodarwin.com,hellodarwin.com,consensus-tier-B,https://hellodarwin.com/contact-us
clients@taxrise.com,taxrise.com,consensus-tier-B,https://taxrise.com/contact-us
clientservices@moodys.com,moodys.com,consensus-tier-B,https://www.moodys.com/
clientsuccess@goconsensus.com,goconsensus.com,consensus-tier-B,https://goconsensus.com/terms-of-service/
clientsupport@greenstreet.com,greenstreet.com,consensus-tier-B,https://www.greenstreet.com/contact/
coach@coros.com,coros.com,consensus-tier-B,https://coros.com/
comercial@grupovelas.com.br,grupovelas.com.br,consensus-tier-B,https://www.grupovelas.com.br/
comercial@landapp.com.br,landapp.com.br,consensus-tier-B,https://landapp.com.br/
comercial@liveseo.com.br,liveseo.com.br,consensus-tier-B,https://liveseo.com.br/
commercial@wikifarmer.com,wikifarmer.com,C-other,https://wikifarmer.com/contact
commercial@zaprinta.com,zaprinta.com,consensus-tier-B,https://www.zaprinta.com/en/
communication@visitingmedia.com,visitingmedia.com,C-other,https://visitingmedia.com/contact-us
communication@wewood.eu,wewood.eu,consensus-tier-B,https://www.wewood.eu/contact
complaints-in@stripe.com,stripe.com,consensus-tier-B,https://stripe.com/privacy
complaints.mcx@upstox.com,upstox.com,consensus-tier-B,https://upstox.com/
complaints@upstox.com,upstox.com,consensus-tier-B,https://upstox.com/
compliance-uk@greenstreet.com,greenstreet.com,consensus-tier-B,https://www.greenstreet.com/about/privacy-policy/
compliance@acclinate.com,acclinate.com,consensus-tier-B,https://www.acclinate.com/privacy
compliance@battery.com,battery.com,consensus-tier-B,https://www.battery.com/
compliance@caisgroup.com,caisgroup.com,consensus-tier-B,https://www.caisgroup.com/legal/privacy-policy
compliance@evernote.com,evernote.com,consensus-tier-B,https://evernote.com/legal/terms-of-service
compliance@greenstreet.com,greenstreet.com,consensus-tier-B,https://www.greenstreet.com/about/privacy-policy/
compliance@lilt.com,lilt.com,consensus-tier-B,https://lilt.com/legal/privacy
compliance@mixpanel.com,mixpanel.com,consensus-tier-B,https://mixpanel.com/legal/privacy-policy/
compliance@nex.ai,nex.ai,consensus-tier-B,https://nex.ai/terms
compliance@quotech.io,quotech.io,consensus-tier-B,https://quotech.io/privacy-policy/
compliance@razorpay.com,razorpay.com,consensus-tier-B,https://razorpay.com/us/privacy-policy/
compliance@referralcandy.com,referralcandy.com,consensus-tier-B,https://www.referralcandy.com/privacy
compliance@upstox.com,upstox.com,consensus-tier-B,https://upstox.com/
compliance@yourcounterpart.com,yourcounterpart.com,consensus-tier-B,https://yourcounterpart.com/privacy
compliance_dp@bajajbroking.in,bajajbroking.in,consensus-tier-B,https://www.bajajbroking.in/contact-us
compliance_sec@bajajbroking.in,bajajbroking.in,consensus-tier-B,https://www.bajajbroking.in/contact-us
concierge@karbonhq.com,karbonhq.com,consensus-tier-B,https://karbonhq.com/privacy-policy
connect@bajajbroking.in,bajajbroking.in,consensus-tier-B,https://www.bajajbroking.in/
connect@cordova.com,cordova.com,consensus-tier-B,https://cordova.com/
connect@loft47.com,loft47.com,consensus-tier-B,https://loft47.com/privacy-policy
connect@preppr.ai,preppr.ai,consensus-tier-B,https://preppr.ai/contact
connor@himodus.com,himodus.com,tier1-2-dns:dmarc_rua,
connor@himodus.com,himodus.com,tier1-2-dns:dmarc_ruf,
contact-de@enshift.com,enshift.com,consensus-tier-B,https://www.enshift.com/
contact-fr@enshift.com,enshift.com,consensus-tier-B,https://www.enshift.com/
contact-it@enshift.com,enshift.com,consensus-tier-B,https://www.enshift.com/
contact@adplenty.io,adplenty.io,consensus-tier-B,https://www.adplenty.io/contact
contact@atlaspeople.io,atlaspeople.io,consensus-tier-B,https://atlaspeople.io/contact
contact@aurelian.com,aurelian.com,C-gen,https://aurelian.com/contact
contact@basicops.com,basicops.com,consensus-tier-B,https://www.basicops.com/contact
contact@bnicapital.com,bnicapital.com,consensus-tier-B,https://bnicapital.com/
contact@breakthroughsales.io,breakthroughsales.io,consensus-tier-B,https://www.breakthroughsales.io/privacy
contact@cashflowfrog.com,cashflowfrog.com,tier1-2-dns:dmarc_rua,
contact@chariow.com,chariow.com,consensus-tier-B,https://chariow.com/en
contact@clearer.io,clearer.io,consensus-tier-B,https://www.clearer.io/
contact@climateactiondata.org,climateactiondata.org,consensus-tier-B,https://climateactiondata.org/privacy-policy/
contact@codspeed.io,codspeed.io,consensus-tier-B,https://codspeed.io/
contact@corneliajames.com,corneliajames.com,consensus-tier-B,https://www.corneliajames.com/en-us/pages/contact
contact@coupler.io,coupler.io,consensus-tier-B,https://www.coupler.io:443/
contact@digitalsurge.com.au,digitalsurge.com.au,consensus-tier-B,https://digitalsurge.com.au/terms/
contact@dobbyads.com,dobbyads.com,consensus-tier-B,https://dobbyads.com/
contact@easycomp.ai,easycomp.ai,consensus-tier-B,https://www.easycomp.ai/
contact@ecair.eco,ecair.eco,consensus-tier-B,https://www.ecair.eco/
contact@eka.care,eka.care,consensus-tier-B,https://www.eka.care:443/contact-us
contact@elnora.ai,elnora.ai,consensus-tier-B,https://elnora.ai/
contact@energyaspects.com,energyaspects.com,consensus-tier-B,https://www.energyaspects.com/contact
contact@finthesis.io,finthesis.io,consensus-tier-B,https://finthesis.io/en
contact@firstlook.gg,firstlook.gg,C-gen,https://firstlook.gg/contact
contact@flipsnack.com,flipsnack.com,consensus-tier-B,https://www.flipsnack.com/contact.html
contact@frontguys.fr,frontguys.fr,consensus-tier-B,https://frontguys.fr/
contact@furious-squad.com,furious-squad.com,consensus-tier-B,https://www.furious-squad.com/
contact@gaiasuite.com,gaiasuite.com,consensus-tier-B,https://www.gaiasuite.com/contact
contact@getdex.com,getdex.com,consensus-tier-B,https://getdex.com/
contact@getken.ai,getken.ai,consensus-tier-B,https://getken.ai/contact
contact@handwrytten.com,handwrytten.com,consensus-tier-B,https://www.handwrytten.com/
contact@headlight.co,headlight.co,consensus-tier-B,https://www.headlight.co/privacy/
contact@helmer.app,helmer.app,consensus-tier-B,https://helmer.app/privacy
contact@heygen.com,heygen.com,consensus-tier-B,https://www.heygen.com/terms
contact@hypercore.ai,hypercore.ai,consensus-tier-B,https://www.hypercore.ai/
contact@interlockgtm.com,interlockgtm.com,consensus-tier-B,https://www.interlockgtm.com/
contact@kinesis.org,kinesis.org,consensus-tier-B,https://kinesis.org/
contact@kotzilla.io,kotzilla.io,consensus-tier-B,https://kotzilla.io/
contact@lightmetrics.co,lightmetrics.co,consensus-tier-B,https://www.lightmetrics.co/contact-us
contact@logto.io,logto.io,consensus-tier-B,https://logto.io/contact
contact@manatal.com,manatal.com,consensus-tier-B,https://www.manatal.com/contact-us
contact@manus.im,manus.im,consensus-tier-B,https://manus.im/
contact@marvinrecruiter.com,marvinrecruiter.com,C-gen,https://marvinrecruiter.com/security
contact@matik.io,matik.io,consensus-tier-B,https://www.matik.io/privacy
contact@maya-pci.com,maya-pci.com,consensus-tier-B,https://maya-pci.com/
contact@minubo.com,minubo.com,consensus-tier-B,https://www.minubo.com/de/
contact@namauu.com,namauu.com,consensus-tier-B,https://namauu.com/
contact@nex.ai,nex.ai,consensus-tier-B,https://nex.ai/
contact@omnivio.io,omnivio.io,consensus-tier-B,https://omnivio.io/
contact@onlook.com,onlook.com,consensus-tier-B,https://www.onlook.com/
contact@orus-energy.com,orus-energy.com,consensus-tier-B,https://www.orus-energy.com/contact
contact@ovrsea.com,ovrsea.com,consensus-tier-B,https://www.ovrsea.com/
contact@oxit.com,oxit.com,consensus-tier-B,https://oxit.com/contact/
contact@patentfield.com,patentfield.com,consensus-tier-B,https://patentfield.com/
contact@pipe17.com,pipe17.com,consensus-tier-B,https://pipe17.com/
contact@polytomic.com,polytomic.com,tier1-2-dns:dmarc_rua,
contact@polytomic.com,polytomic.com,consensus-tier-B,https://www.polytomic.com/contact
contact@pricehubble.com,pricehubble.com,C-gen,https://pricehubble.com/contact
contact@print.com,print.com,C-gen,https://print.com/contact
contact@product.ai,product.ai,C-gen,https://product.ai/about
contact@productive.io,productive.io,consensus-tier-B,https://productive.io/
contact@prompt.security,prompt.security,consensus-tier-B,https://prompt.security/
contact@pulsegen.io,pulsegen.io,C-gen,https://pulsegen.io/about
contact@quanthome.com,quanthome.com,consensus-tier-B,https://quanthome.com/
contact@quartile.com,quartile.com,consensus-tier-B,https://www.quartile.com/contact-us
contact@reo.dev,reo.dev,consensus-tier-B,https://www.reo.dev/
contact@retab.com,retab.com,consensus-tier-B,https://retab.com/
contact@roundhr.com,roundhr.com,consensus-tier-B,https://roundhr.com/
contact@rupeezy.in,rupeezy.in,consensus-tier-B,https://rupeezy.in/contact-us
contact@seyna.eu,seyna.eu,consensus-tier-B,https://www.seyna.eu/contact-us
contact@shaped.ai,shaped.ai,C-gen,https://shaped.ai/contact
contact@skillberg.app,skillberg.app,consensus-tier-B,https://www.skillberg.app/
contact@socialinsider.io,socialinsider.io,consensus-tier-B,https://www.socialinsider.io/
contact@soclecollections.com,soclecollections.com,consensus-tier-B,https://www.soclecollections.com/
contact@soundcharts.com,soundcharts.com,consensus-tier-B,https://soundcharts.com/en/
contact@springthrough.com,springthrough.com,consensus-tier-B,https://springthrough.com/
contact@stitchflow.io,stitchflow.io,consensus-tier-B,https://www.stitchflow.com/
contact@superme.ai,superme.ai,consensus-tier-B,https://www.superme.ai/
contact@supertruth.ai,supertruth.ai,consensus-tier-B,https://supertruth.ai/
contact@support.osaas.io,osaas.io,security.txt,https://www.osaas.io/.well-known/security.txt
contact@targetboard.ai,targetboard.ai,consensus-tier-B,https://targetboard.ai/privacy
contact@taxdone.ch,taxdone.ch,C-gen,https://taxdone.ch/contact
contact@teamcentral.ai,teamcentral.ai,C-gen,https://teamcentral.ai/contact
contact@thetappingsolution.com,thetappingsolution.com,consensus-tier-B,https://legacy.thetappingsolution.com/contact/
contact@thrad.ai,thrad.ai,C-gen,https://thrad.ai/about
contact@topshelfdistillers.com,topshelfdistillers.com,consensus-tier-B,https://topshelfdistillers.com/
contact@userback.io,userback.io,consensus-tier-B,https://userback.io/privacy/
contact@watchr.ai,watchr.ai,consensus-tier-B,https://www.watchr.ai/legal
contact@webflow.com,webflow.com,consensus-tier-B,https://webflow.com/legal/privacy
contact@whaller.com,whaller.com,C-gen,https://whaller.com/contact
contact@wrld.tech,wrld.tech,C-gen,https://wrld.tech/contact
contacto@kredfeed.com,kredfeed.com,consensus-tier-B,https://kredfeed.com/
contacto@novatech.com.ar,novatech.com.ar,consensus-tier-B,https://novatech.com.ar/
contacto@prixuserp.com,prixuserp.com,consensus-tier-B,https://prixuserp.com/contacto-2/
contactus@clootrack.com,clootrack.com,tier1-2-dns:dmarc_rua,
contactus@clootrack.com,clootrack.com,consensus-tier-B,https://www.clootrack.com/contact-us
contactus@iasaglobal.org,iasaglobal.org,consensus-tier-B,https://www.iasaglobal.org/
contato@apter.com.br,apter.com.br,consensus-tier-B,https://www.apter.com.br/
contato@drome.com.br,drome.com.br,consensus-tier-B,https://drome.io/en
contato@gyramais.com.br,gyramais.com.br,consensus-tier-B,https://gyramais.com.br/
contato@pxdata.ai,pxdata.ai,consensus-tier-B,https://pxdata.ai/
contato@unifiqueinvest.com.br,unifiqueinvest.com.br,consensus-tier-B,https://www.unifiqueinvest.com.br/
contentfeedback@data-axle.com,data-axle.com,consensus-tier-B,https://platform.data-axle.com/privacy
contribute@saleshandy.com,saleshandy.com,consensus-tier-B,https://saleshandy.com/contact
controltower@omnivio.io,omnivio.io,tier1-2-dns:dmarc_rua,
controltower@omnivio.io,omnivio.io,tier1-2-dns:dmarc_ruf,
copyright@buffer.com,buffer.com,consensus-tier-B,https://buffer.com/legal
copyright@community.com,community.com,consensus-tier-B,https://community.com/legal/terms
copyright@coros.com,coros.com,consensus-tier-B,https://coros.com/terms
copyright@expo.dev,expo.dev,consensus-tier-B,https://expo.dev/terms
copyright@otter.ai,otter.ai,consensus-tier-B,https://otter.ai/terms-of-service
copyright@similarweb.com,similarweb.com,consensus-tier-B,https://www.similarweb.com:443/corp/legal/terms/
copyright@textexpander.com,textexpander.com,consensus-tier-B,https://textexpander.com/terms
copyright@whimsical.com,whimsical.com,consensus-tier-B,https://whimsical.com/terms
corp@terminal49.com,terminal49.com,consensus-tier-B,https://terminal49.com/privacy
corporate@reversinglabs.com,reversinglabs.com,C-other,https://reversinglabs.com/contact-us
courtesymatters@ovintiv.com,ovintiv.com,consensus-tier-B,https://www.ovintiv.com/contact-us/
crew@print.com,print.com,C-other,https://print.com/about
cristian@getken.ai,getken.ai,consensus-tier-B,https://getken.ai/
croissant@sitebrunch.com,sitebrunch.com,consensus-tier-B,https://www.sitebrunch.com/
cs@bigenius-x.com,bigenius-x.com,consensus-tier-B,https://www.bigenius-x.com/contact
cs@snapsight.com,snapsight.com,consensus-tier-B,https://www.snapsight.com:443/en/
csr@ustwo.com,ustwo.com,consensus-tier-B,https://ustwo.com/policies/
ctf@customer.io,customer.io,consensus-tier-B,https://customer.io/security
customer-support@trent.ai,trent.ai,consensus-tier-B,https://trent.ai/contact/
customer@transkriptor.com,transkriptor.com,consensus-tier-B,https://transkriptor.com/
customercare@airpay.co.in,airpay.co.in,consensus-tier-B,https://airpay.co.in/contact-us
customercare@cuemath.com,cuemath.com,consensus-tier-B,https://www.cuemath.com/
customercare@eyewa.com,eyewa.com,consensus-tier-B,https://eyewa.com/ae-en
customercare@scriptsave.com,scriptsave.com,consensus-tier-B,https://www.scriptsave.com/terms/
customerservice@airpay.co.in,airpay.co.in,consensus-tier-B,https://airpay.co.in/
customerservice@dma-group.co.uk,dma-group.co.uk,consensus-tier-B,https://dma-group.co.uk/
customerservice@madelevator.com,madelevator.com,consensus-tier-B,https://madelevator.com/
customerservicehead@bajajbroking.in,bajajbroking.in,consensus-tier-B,https://www.bajajbroking.in/contact-us
customersuccess@getspeedpoint.com,getspeedpoint.com,consensus-tier-B,https://getspeedpoint.com/
customersupport@saidot.ai,saidot.ai,consensus-tier-B,https://www.saidot.ai/terms
cv@absoluteinvestimentos.com.br,absoluteinvestimentos.com.br,consensus-tier-B,https://absoluteinvestimentos.com.br/
cyber.escalation@bajajbroking.in,bajajbroking.in,consensus-tier-B,https://www.bajajbroking.in/contact-us
cyber@monest.com.br,monest.com.br,tier1-2-dns:caa_iodef,
czar@clazar.io,clazar.io,tier1-2-dns:dmarc_rua,
czar@clazar.io,clazar.io,tier1-2-dns:dmarc_ruf,
danderyd@changdobels.se,changdobels.se,consensus-tier-B,https://changdobels.se/
daniel.loader@quotech.io,quotech.io,consensus-tier-B,https://quotech.io/
daniel@ingest.ai,ingest.ai,consensus-tier-B,https://www.ingest.ai/contact
danielm@storydoc.com,storydoc.com,tier1-2-dns:dmarc_rua,
data-privacy@brightidea.com,brightidea.com,consensus-tier-B,https://www.brightidea.com/privacy/
data@deskfirst.com,deskfirst.com,security.txt,https://www.deskfirst.com/.well-known/security.txt
data@erlin.ai,erlin.ai,tier1-2-dns:dmarc_rua,
data@stackadapt.com,stackadapt.com,tier1-2-dns:dmarc_rua,
data@techtree.dev,techtree.dev,consensus-tier-B,https://techtree.dev/privacy
dataprivacy@envoy.com,envoy.com,consensus-tier-B,https://envoy.com/legal/privacy-policy
dataprivacy@reo.dev,reo.dev,consensus-tier-B,https://www.reo.dev/terms-of-service
dataprotection@dma-group.co.uk,dma-group.co.uk,consensus-tier-B,https://dma-group.co.uk/privacy-policy/
dataprotection@mediafly.com,mediafly.com,consensus-tier-B,https://www.mediafly.com/legal/privacypolicy/
daten@parqet.com,parqet.com,consensus-tier-B,https://parqet.com/de/
datenschutz@travanto.de,travanto.de,consensus-tier-B,https://www.travanto.de/
dave@eulerapp.com,eulerapp.com,tier1-2-dns:dmarc_rua,
deadpool@viasocket.com,viasocket.com,consensus-tier-B,https://viasocket.com/
deep@contextqa.com,contextqa.com,tier1-2-dns:dmarc_rua,
deep@contextqa.com,contextqa.com,tier1-2-dns:dmarc_ruf,
delete-my-data@sumologic.com,sumologic.com,consensus-tier-B,https://www.sumologic.com/legal/privacy-statement
delta.nis@shops.bebakids.com,bebakids.com,consensus-tier-B,http://www.bebakids.com/
delta22@shops.bebakids.com,bebakids.com,consensus-tier-B,http://www.bebakids.com/
delta23@shops.bebakids.com,bebakids.com,consensus-tier-B,http://www.bebakids.com/
demarc-failure-reports@pramata.com,pramata.com,tier1-2-dns:dmarc_ruf,
demarc_reports@noviams.com,noviams.com,tier1-2-dns:dmarc_ruf,
den@allunite.com,allunite.com,consensus-tier-B,https://allunite.com/
derek.li@coinmarketcap.com,coinmarketcap.com,tier1-2-dns:dmarc_rua,
derek.li@coinmarketcap.com,coinmarketcap.com,tier1-2-dns:dmarc_ruf,
destek@forinvest.com,forinvest.com,consensus-tier-B,https://www.forinvest.com/business?lang=en
dev@craft.io,craft.io,tier1-2-dns:dmarc_rua,
dev@craft.io,craft.io,tier1-2-dns:dmarc_ruf,
dev@danelfin.com,danelfin.com,tier1-2-dns:dmarc_rua,
dev@hellodarwin.com,hellodarwin.com,tier1-2-dns:dmarc_rua,
developer@clozd.com,clozd.com,tier1-2-dns:dmarc_rua,
developer@clozd.com,clozd.com,tier1-2-dns:dmarc_ruf,
developer@finoptimal.com,finoptimal.com,tier1-2-dns:dmarc_rua,
developer@getloper.com,getloper.com,tier1-2-dns:dmarc_rua,
developers@akiflow.com,akiflow.com,tier1-2-dns:dmarc_ruf,
developers@dobbyads.com,dobbyads.com,tier1-2-dns:dmarc_rua,
developers@patch.io,patch.io,consensus-tier-B,https://www.patch.io/terms
developers@yonderhq.com,yonderhq.com,tier1-2-dns:dmarc_rua,
devops@3doptix.com,3doptix.com,tier1-2-dns:dmarc_rua,
devops@3doptix.com,3doptix.com,tier1-2-dns:dmarc_ruf,
devops@eka.care,eka.care,tier1-2-dns:dmarc_rua,
devops@eka.care,eka.care,tier1-2-dns:dmarc_ruf,
devops@ingenious.build,ingenious.build,tier1-2-dns:dmarc_rua,
devops@ingenious.build,ingenious.build,tier1-2-dns:dmarc_ruf,
devops@lasso.security,lasso.security,tier1-2-dns:caa_iodef,
devops@richpanel.com,richpanel.com,tier1-2-dns:dmarc_rua,
diegoiturralde@valid.co,valid.co,tier1-2-dns:dmarc_rua,
dilano@digoo-it.com,digoo-it.com,consensus-tier-B,https://www.digoo-it.com/
dimitar@zautre.com,zautre.com,tier1-2-dns:dmarc_rua,
disclosures@razorpay.com,razorpay.com,security.txt,https://razorpay.com/security.txt
disclosures@razorpay.com,razorpay.com,consensus-tier-A,https://razorpay.com/responsible-disclosure/
dispute-notice@asana.com,asana.com,consensus-tier-B,https://asana.com/terms
dispute-resolution@nexcpg.com,nexcpg.com,consensus-tier-B,https://nexcpg.com/terms
dispute@airpay.co.in,airpay.co.in,consensus-tier-B,https://airpay.co.in/
dispute@nexcpg.com,nexcpg.com,consensus-tier-B,https://nexcpg.com/terms
divinia@cooroundtable.com,cooroundtable.com,consensus-tier-B,https://cooroundtable.com/
dmark@azion.com,azion.com,tier1-2-dns:dmarc_rua,
dmark@azion.com,azion.com,tier1-2-dns:dmarc_ruf,
dmca@cal.com,cal.com,consensus-tier-B,https://cal.com/terms
dmca@classavo.com,classavo.com,consensus-tier-B,https://www.classavo.com/terms
dmca@customily.com,customily.com,consensus-tier-B,https://www.customily.com/policy/terms
dmca@standardmetrics.io,standardmetrics.io,consensus-tier-B,https://standardmetrics.io/terms-of-service/
dmca@tryscott.ai,tryscott.ai,consensus-tier-B,https://www.tryscott.ai/terms
dmca@zoominfo.com,zoominfo.com,consensus-tier-B,https://www.zoominfo.com/legal/terms-of-use
dmytro.droban@quotech.io,quotech.io,consensus-tier-B,https://quotech.io/
dmytro@modoenergy.com,modoenergy.com,tier1-2-dns:dmarc_rua,
dns-admins@levo.ai,levo.ai,tier1-2-dns:dmarc_rua,
dnscaa@doit.com,doit.com,tier1-2-dns:caa_iodef,
