domain,email,tier,tier_label
cyberday.ai,team@cyberday.ai,S9,Generic info / contact
cymulate.com,abuse@cymulate.com,S3,Abuse / trust / safety
cypress.io,security@cypress.io,S2,Security
daloopa.com,security@daloopa.com,S2,Security
daloopa.com,hello@daloopa.com,S9,Generic info / contact
dana.id,abuse@dana.id,S3,Abuse / trust / safety
dana.id,administrator@dana.id,Sx-d,Other / mixed
danelfin.com,abuse@danelfin.com,S3,Abuse / trust / safety
daniel-ip.com,abuse@daniel-ip.com,S3,Abuse / trust / safety
daniel-ip.com,infra@daniel-ip.com,Sx-b,Single-word local
darkmatter.is,abuse@darkmatter.is,S3,Abuse / trust / safety
dartai.com,security@dartai.com,S2,Security
dartai.com,support@dartai.com,S8,Support / help
dash.fi,infosec@dash.fi,S1,PSIRT / CERT / SOC
dash.fi,security@dash.fi,S2,Security
dash.fi,abuse@dash.fi,S3,Abuse / trust / safety
dashbo.io,abuse@dashbo.io,S3,Abuse / trust / safety
dashbo.io,hola@dashbo.io,S9,Generic info / contact
data-axle.com,abuse@data-axle.com,S3,Abuse / trust / safety
data-axle.com,privacyteam@data-axle.com,S9,Generic info / contact
data-axle.com,contentfeedback@data-axle.com,Sx-d,Other / mixed
databar.ai,abuse@databar.ai,S3,Abuse / trust / safety
databar.ai,info@databar.ai,S9,Generic info / contact
databox.com,hi@databox.com,S9,Generic info / contact
datadome.co,security@datadome.co,S2,Security
datadome.co,abuse@datadome.co,S3,Abuse / trust / safety
dataforseo.com,abuse@dataforseo.com,S3,Abuse / trust / safety
dataforseo.com,info@dataforseo.com,S9,Generic info / contact
datahub.com,security@datahub.com,S2,Security
datahub.com,abuse@datahub.com,S3,Abuse / trust / safety
datamaran.com,abuse@datamaran.com,S3,Abuse / trust / safety
datanomik.com,abuse@datanomik.com,S3,Abuse / trust / safety
datapolicy.co,abuse@datapolicy.co,S3,Abuse / trust / safety
datapolicy.co,ti@datapolicy.co,Sx-b,Single-word local
dataprovider.com,security@dataprovider.com,S2,Security
dataprovider.com,branbergen@dataprovider.com,Sx-b,Single-word local
datarails.com,security@datarails.com,S2,Security
datarails.com,abuse@datarails.com,S3,Abuse / trust / safety
datarails.com,legal@datarails.com,S5,Legal / compliance
dataspike.io,security@dataspike.io,S2,Security
dataspike.io,abuse@dataspike.io,S3,Abuse / trust / safety
datocms.com,security@datocms.com,S2,Security
datocms.com,support@datocms.com,S8,Support / help
dcm-inc.com,dmarc-reports@dcm-inc.com,Sx-c,DMARC reporting
dcycle.io,support@dcycle.io,S8,Support / help
dealmachine.com,abuse@dealmachine.com,S3,Abuse / trust / safety
dealroom.co,abuse@dealroom.co,S3,Abuse / trust / safety
deapi.ai,support@deapi.ai,S8,Support / help
deducta.ai,support@deducta.ai,S8,Support / help
deducta.ai,privacy@deducta.ai,S4,Privacy / DPO / GDPR
deepidv.com,abuse@deepidv.com,S3,Abuse / trust / safety
deepidv.com,support@deepidv.com,S8,Support / help
deepidv.com,privacy@deepidv.com,S4,Privacy / DPO / GDPR
deeploy.ai,security@deeploy.ai,S2,Security
deeploy.ai,abuse@deeploy.ai,S3,Abuse / trust / safety
demola.net,info@demola.net,S9,Generic info / contact
demola.net,gdpr@demola.net,S4,Privacy / DPO / GDPR
demola.net,antti@demola.net,Sx-b,Single-word local
demola.net,felipe@demola.net,Sx-b,Single-word local
demola.net,heikku@demola.net,Sx-b,Single-word local
demola.net,janne@demola.net,Sx-b,Single-word local
demola.net,jere@demola.net,Sx-b,Single-word local
demola.net,joonas@demola.net,Sx-b,Single-word local
demola.net,laszlo@demola.net,Sx-b,Single-word local
demola.net,lucas@demola.net,Sx-b,Single-word local
demola.net,mirza@demola.net,Sx-b,Single-word local
demola.net,pavel@demola.net,Sx-b,Single-word local
demola.net,petra@demola.net,Sx-b,Single-word local
demola.net,simo@demola.net,Sx-b,Single-word local
demola.net,ville@demola.net,Sx-b,Single-word local
demostack.com,security@demostack.com,S2,Security
demostack.com,support@demostack.com,S8,Support / help
descope.com,devops+dmarc@descope.com,Sx-c,DMARC reporting
descope.com,security@descope.com,S2
descope.com,support@descope.com,S8
deskfirst.com,data@deskfirst.com,Sx-b,Single-word local
detrack.com,security@detrack.com,S2,Security
detrack.com,abuse@detrack.com,S3,Abuse / trust / safety
detrack.com,support@detrack.com,S8,Support / help
detrack.com,privacy@detrack.com,S4,Privacy / DPO / GDPR
detrics.io,abuse@detrics.io,S3,Abuse / trust / safety
devally.com,support@devally.com,S8
devcycle.com,security@devcycle.com,S2,Security
devcycle.com,support@devcycle.com,S8,Support / help
devolens.com,help@devolens.com,S8,Support / help
didlogic.com,abuse@didlogic.com,S3,Abuse / trust / safety
diffly.co,security@diffly.co,S2,Security
diffly.co,abuse@diffly.co,S3,Abuse / trust / safety
digital-masters.de,info@digital-masters.de,S9,Generic info / contact
digitalsamba.com,support@digitalsamba.com,S8,Support / help
digitalsurge.com.au,abuse@digitalsurge.com.au,S3,Abuse / trust / safety
digitalsurge.com.au,contact@digitalsurge.com.au,S9,Generic info / contact
digoo-it.com,dilano@digoo-it.com,Sx-b,Single-word local
dispatchit.com,security@dispatchit.com,S2,Security
dispatchit.com,abuse@dispatchit.com,S3,Abuse / trust / safety
dj.studio,help@dj.studio,S8,Support / help
dj.studio,support@dj.studio,S8,Support / help
dj.studio,fleur@dj.studio,Sx-b,Single-word local
dma-group.co.uk,customerservice@dma-group.co.uk,S8,Support / help
dma-group.co.uk,info@dma-group.co.uk,S9,Generic info / contact
dma-group.co.uk,dataprotection@dma-group.co.uk,S4,Privacy / DPO / GDPR
dma-group.co.uk,bio@dma-group.co.uk,Sx-b,Single-word local
dobbyads.com,abuse@dobbyads.com,S3,Abuse / trust / safety
dobbyads.com,contact@dobbyads.com,S9,Generic info / contact
docsautomator.co,abuse@docsautomator.co,S3,Abuse / trust / safety
docsautomator.co,support@docsautomator.co,S8,Support / help
dodopayments.com,security@dodopayments.com,S2,Security
dodopayments.com,support@dodopayments.com,S8,Support / help
doit.com,abuse@doit.com,S3,Abuse / trust / safety
doit.com,hello@doit.com,S9,Generic info / contact
doit.com,privacy@doit.com,S4,Privacy / DPO / GDPR
doit.com,legal@doit.com,S5,Legal / compliance
doit.com,nlegal@doit.com,S5,Legal / compliance
doit.com,dnscaa@doit.com,Sx-b,Single-word local
doktormartin.sk,info@doktormartin.sk,S9,Generic info / contact
doktorsitesi.com,abuse@doktorsitesi.com,S3,Abuse / trust / safety
doktorsitesi.com,info@doktorsitesi.com,S9,Generic info / contact
doola.com,security@doola.com,S2,Security
doola.com,abuse@doola.com,S3,Abuse / trust / safety
doola.com,help@doola.com,S8,Support / help
doola.com,hello@doola.com,S9,Generic info / contact
dorsia.com,security@dorsia.com,S2,Security
dorsia.com,abuse@dorsia.com,S3,Abuse / trust / safety
dorsia.com,legal@dorsia.com,S5,Legal / compliance
dotter.me,abuse@dotter.me,S3,Abuse / trust / safety
drata.com,security@drata.com,S2
dreamlit.ai,support@dreamlit.ai,S8,Support / help
drome.com.br,abuse@drome.com.br,S3,Abuse / trust / safety
drome.com.br,contato@drome.com.br,Sx-b,Single-word local
drome.com.br,investidores@drome.com.br,Sx-b,Single-word local
dronedeploy.com,security@dronedeploy.com,S2,Security
dronus.com,help@dronus.com,S8,Support / help
dronus.com,info@dronus.com,S9,Generic info / contact
dropcontact.com,security@dropcontact.com,S2,Security
drugbank.com,abuse@drugbank.com,S3,Abuse / trust / safety
duda.co,privacy@duda.co,S4,Privacy / DPO / GDPR
duda.co,legal@duda.co,S5,Legal / compliance
dukascopy.com,security@dukascopy.com,S2,Security
dutchvalleyfoods.com,abuse@dutchvalleyfoods.com,S3,Abuse / trust / safety
e-cruce.com,abuse@e-cruce.com,S3,Abuse / trust / safety
e-cruce.com,info@e-cruce.com,S9,Generic info / contact
e-cruce.com,busquedas@e-cruce.com,Sx-b,Single-word local
e-gineering.com,info@e-gineering.com,S9,Generic info / contact
e4k.co,support@e4k.co,S8,Support / help
e4k.co,websupport@e4k.co,S8,Support / help
e4k.co,dpo@e4k.co,S4,Privacy / DPO / GDPR
e4k.co,rajabali@e4k.co,Sx-b,Single-word local
easesolutions.com,info@easesolutions.com,S9,Generic info / contact
easycomp.ai,abuse@easycomp.ai,S3,Abuse / trust / safety
easycomp.ai,contact@easycomp.ai,S9,Generic info / contact
easycomp.ai,jose@easycomp.ai,Sx-b,Single-word local
easyleadz.com,abuse@easyleadz.com,S3,Abuse / trust / safety
easyleadz.com,support@easyleadz.com,S8,Support / help
easyship.com,security@easyship.com,S2,Security
easyship.com,abuse@easyship.com,S3,Abuse / trust / safety
ecair.eco,abuse@ecair.eco,S3,Abuse / trust / safety
ecair.eco,contact@ecair.eco,S9,Generic info / contact
ecdb.com,abuse@ecdb.com,S3,Abuse / trust / safety
ecdb.com,noreply@ecdb.com,Sx-b,Single-word local
eden.so,security@eden.so,S2,Security
eden.so,abuse@eden.so,S3,Abuse / trust / safety
edgetier.com,abuse@edgetier.com,S3,Abuse / trust / safety
edgetier.com,info@edgetier.com,S9,Generic info / contact
edito-pdf.com,abuse@edito-pdf.com,S3,Abuse / trust / safety
edito-pdf.com,support@edito-pdf.com,S8,Support / help
effectix.com,info@effectix.com,S9,Generic info / contact
eka.care,support@eka.care,S8,Support / help
eka.care,contact@eka.care,S9,Generic info / contact
eka.care,devops@eka.care,S7,Admin / postmaster
eliex.ai,vendas@eliex.ai,Sx-b,Single-word local
elkat.no,abuse@elkat.no,S3,Abuse / trust / safety
elkat.no,post@elkat.no,Sx-b,Single-word local
ellipsend.com,abuse@ellipsend.com,S3,Abuse / trust / safety
ellipsend.com,hello@ellipsend.com,S9,Generic info / contact
ellty.com,security@ellty.com,S2
ellty.com,hello@ellty.com,S8
elnora.ai,security@elnora.ai,S2,Security
elnora.ai,contact@elnora.ai,S9,Generic info / contact
embankment.com,security@embankment.com,S2,Security
embankment.com,info@embankment.com,S9,Generic info / contact
emerge-tech.io,abuse@emerge-tech.io,S3,Abuse / trust / safety
enapter.com,security@enapter.com,S2,Security
enapter.com,abuse@enapter.com,S3,Abuse / trust / safety
enapter.com,dpo@enapter.com,S4,Privacy / DPO / GDPR
encoda.com,support@encoda.com,S8,Support / help
encoda.com,info@encoda.com,S9,Generic info / contact
encoda.com,msadmin@encoda.com,Sx-b,Single-word local
encompassonsite.com,privacy@encompassonsite.com,S4,Privacy / DPO / GDPR
enercity.de,info@enercity.de,S9,Generic info / contact
energyaspects.com,contact@energyaspects.com,S9,Generic info / contact
energyaspects.com,info@energyaspects.com,S9,Generic info / contact
energyaspects.com,success@energyaspects.com,Sx-b,Single-word local
engrate.io,abuse@engrate.io,S3,Abuse / trust / safety
engrate.io,support@engrate.io,S8,Support / help
engrate.io,hello@engrate.io,S9,Generic info / contact
enigma.com,security@enigma.com,S2,Security
enlyft.com,security@enlyft.com,S2,Security
enrich.so,abuse@enrich.so,S3,Abuse / trust / safety
enrola.com.au,abuse@enrola.com.au,S3,Abuse / trust / safety
enrola.com.au,info@enrola.com.au,S9,Generic info / contact
enshift.com,abuse@enshift.com,S3,Abuse / trust / safety
enshift.com,contact-de@enshift.com,S9,Generic info / contact
enshift.com,contact-fr@enshift.com,S9,Generic info / contact
enshift.com,hello@enshift.com,S9,Generic info / contact
enshift.com,balazs@enshift.com,Sx-b,Single-word local
enshift.com,roey@enshift.com,Sx-b,Single-word local
enshift.com,you@enshift.com,Sx-b,Single-word local
entri.com,security@entri.com,S2,Security
envoy.com,security@envoy.com,S2,Security
envoy.com,abuse@envoy.com,S3,Abuse / trust / safety
envoy.com,dataprivacy@envoy.com,S4,Privacy / DPO / GDPR
eodhd.com,support@eodhd.com,S8,Support / help
eon.io,security@eon.io,S2,Security
eon.io,abuse@eon.io,S3,Abuse / trust / safety
eon.io,privacy@eon.io,S4,Privacy / DPO / GDPR
epam.com,security@epam.com,S2,Security
epam.com,abuse@epam.com,S3,Abuse / trust / safety
epcvip.com,security-reports@epcvip.com,S2,Security
epcvip.com,info@epcvip.com,S9,Generic info / contact
epsilon3.io,security@epsilon3.io,S2,Security
epsilon3.io,abuse@epsilon3.io,S3,Abuse / trust / safety
epsilon3.io,support@epsilon3.io,S8,Support / help
eramba.org,support@eramba.org,S8,Support / help
erlin.ai,abuse@erlin.ai,S3,Abuse / trust / safety
erlin.ai,data@erlin.ai,Sx-b,Single-word local
escape.tech,support@escape.tech,S8,Support / help
escape.tech,privacy@escape.tech,S4,Privacy / DPO / GDPR
esim.com.br,bpo@esim.com.br,Sx-b,Single-word local
espm.br,abuse@espm.br,S3,Abuse / trust / safety
espm.br,seg.info@espm.br,S9,Generic info / contact
esputnik.com,security@esputnik.com,S2,Security
esputnik.com,abuse@esputnik.com,S3,Abuse / trust / safety
esputnik.com,support@esputnik.com,S8,Support / help
esputnik.com,info@esputnik.com,S9,Generic info / contact
esputnik.com,fbl@esputnik.com,Sx-b,Single-word local
estarter.co,abuse@estarter.co,S3,Abuse / trust / safety
esw.com,dmarc_reports@esw.com,Sx-c,DMARC reporting
etermax.com,security@etermax.com,S2,Security
etermax.com,abuse@etermax.com,S3,Abuse / trust / safety
eulerapp.com,dave@eulerapp.com,Sx-b,Single-word local
eunice.ai,security@eunice.ai,S2,Security
eunice.ai,abuse@eunice.ai,S3,Abuse / trust / safety
eunice.ai,support@eunice.ai,S8,Support / help
eunice.ai,inquiries@eunice.ai,S9,Generic info / contact
eunice.ai,elena@eunice.ai,Sx-b,Single-word local
evcomechanical.com,inquiry@evcomechanical.com,S9,Generic info / contact
eventship.com,security@eventship.com,S2,Security
everestlabs.ai,hello@everestlabs.ai,S9,Generic info / contact
evernote.com,security@evernote.com,S2,Security
evernote.com,abuse@evernote.com,S3,Abuse / trust / safety
evernote.com,optout@evernote.com,S4,Privacy / DPO / GDPR
evernote.com,compliance@evernote.com,S5,Legal / compliance
evernote.com,legalnotice@evernote.com,S5,Legal / compliance
evertrace.ai,security@evertrace.ai,S2,Security
evertrace.ai,hm@evertrace.ai,Sx-b,Single-word local
evertrace.ai,jgh@evertrace.ai,Sx-b,Single-word local
evertrace.ai,jo@evertrace.ai,Sx-b,Single-word local
evertrace.ai,sb@evertrace.ai,Sx-b,Single-word local
everwall.com,admin@everwall.com,S7,Admin / postmaster
everymanjack.com,security@everymanjack.com,S2,Security
everymanjack.com,abuse@everymanjack.com,S3,Abuse / trust / safety
everymanjack.com,support@everymanjack.com,S8,Support / help
everymanjack.com,info@everymanjack.com,S9,Generic info / contact
exa.ai,security@exa.ai,S2,Security
exa.ai,abuse@exa.ai,S3,Abuse / trust / safety
exa.ai,support@exa.ai,S8,Support / help
exa.ai,hello@exa.ai,S9,Generic info / contact
explorium.ai,abuse@explorium.ai,S3,Abuse / trust / safety
expo.dev,copyright@expo.dev,S5,Legal / compliance
expo.dev,legal@expo.dev,S5,Legal / compliance
eyewa.com,customercare@eyewa.com,S8,Support / help
ezekia.com,securityteam@ezekia.com,S2,Security
eztexting.com,answers@eztexting.com,Sx-b,Single-word local
facilio.com,security@facilio.com,S2,Security
facilio.com,abuse@facilio.com,S3,Abuse / trust / safety
factori.ai,partners@factori.ai,S10,Sales / marketing / press
factset.com,psirt@factset.com,S1
fairly.com,security@fairly.com,S2,Security
fairly.com,abuse@fairly.com,S3,Abuse / trust / safety
fairly.com,support@fairly.com,S8,Support / help
fairly.com,getstarted@fairly.com,Sx-b,Single-word local
fal.ai,security@fal.ai,S2,Security
fal.ai,abuse@fal.ai,S3,Abuse / trust / safety
fal.ai,support@fal.ai,S8,Support / help
fal.ai,safety@fal.ai,S2
fal.ai,legal@fal.ai,S5
falconfeeds.io,support@falconfeeds.io,S8,Support / help
familux.com,dataprivacy@familux.com,S4
fanalists.com,info@fanalists.com,S9,Generic info / contact
fastbridgefiber.com,abuse@fastbridgefiber.com,S3,Abuse / trust / safety
fastbridgefiber.com,info@fastbridgefiber.com,S9,Generic info / contact
fastweigh.com,careers@fastweigh.com,S8,Support / help
fed10.ai,security@fed10.ai,S2,Security
feedly.com,security@feedly.com,S2,Security
feedly.com,care@feedly.com,S8,Support / help
feedspace.io,support@feedspace.io,S8,Support / help
fergus.com,security@fergus.com,S2,Security
fergus.com,abuse@fergus.com,S3,Abuse / trust / safety
fergus.com,support@fergus.com,S8,Support / help
fergus.com,privacyofficer@fergus.com,S9,Generic info / contact
fiber.ai,adi@fiber.ai,Sx-b,Single-word local
fifthrow.com,support@fifthrow.com,S8
figr.design,dmarc-reports@figr.design,Sx-c,DMARC reporting
findable.ai,security@findable.ai,S2,Security
findable.ai,abuse@findable.ai,S3,Abuse / trust / safety
findable.ai,hello@findable.ai,S9,Generic info / contact
findymail.com,security@findymail.com,S2,Security
findymail.com,abuse@findymail.com,S3,Abuse / trust / safety
finoptimal.com,developer@finoptimal.com,Sx-b,Single-word local
finout.io,security@finout.io,S2,Security
finout.io,abuse@finout.io,S3,Abuse / trust / safety
finout.io,info@finout.io,S9,Generic info / contact
finthesis.io,contact@finthesis.io,S9,Generic info / contact
fintoc.com,security@fintoc.com,S2,Security
fintoc.com,abuse@fintoc.com,S3,Abuse / trust / safety
firebird.ai,security@firebird.ai,S2,Security
firebird.ai,support@firebird.ai,S8,Support / help
firebird.ai,hello@firebird.ai,S9,Generic info / contact
firebird.ai,privacy@firebird.ai,S4,Privacy / DPO / GDPR
fireflies.ai,support@fireflies.ai,S8,Support / help
fireflies.ai,fred@fireflies.ai,Sx-b,Single-word local
firstlight.farm,thestore@firstlight.farm,Sx-b,Single-word local
firstlook.gg,contact@firstlook.gg,S9,Generic info / contact
fitsamerica.com,abuse@fitsamerica.com,S3,Abuse / trust / safety
fitsamerica.com,support@fitsamerica.com,S8,Support / help
flalingo.com,help@flalingo.com,S8
flalingo.com,info@flalingo.com,S9
flashbots.net,jobs@flashbots.net,Sx-b,Single-word local
flashbots.net,security@flashbots.net,S2
flashvote.com,support@flashvote.com,S8,Support / help
flashvote.com,hello@flashvote.com,S9,Generic info / contact
flashvote.com,privacy@flashvote.com,S4,Privacy / DPO / GDPR
flashvote.com,legal@flashvote.com,S5,Legal / compliance
flashvote.com,reports@flashvote.com,S6,Reports / feedback
fleetx.io,abuse@fleetx.io,S3,Abuse / trust / safety
flexmls.com,security@flexmls.com,S2,Security
flexmls.com,abuse@flexmls.com,S3,Abuse / trust / safety
flexmls.com,idxsupport@flexmls.com,S8,Support / help
flexmls.com,support@flexmls.com,S8,Support / help
flexmls.com,idxsales@flexmls.com,S10,Sales / marketing / press
flipsnack.com,abuse@flipsnack.com,S3,Abuse / trust / safety
flipsnack.com,contact@flipsnack.com,S9,Generic info / contact
flodesk.com,security@flodesk.com,S2,Security
flodesk.com,abuse@flodesk.com,S3,Abuse / trust / safety
flodesk.com,benjamin@flodesk.com,Sx-b,Single-word local
floorspace.ca,postmaster@floorspace.ca,S7,Admin / postmaster
flora.ai,abuse@flora.ai,S3,Abuse / trust / safety
flotiq.com,support@flotiq.com,S8,Support / help
flotiq.com,hello@flotiq.com,S9,Generic info / contact
flowcode.com,secops@flowcode.com,S1,PSIRT / CERT / SOC
flowcode.com,privacy@flowcode.com,S4,Privacy / DPO / GDPR
flowcredi.com.br,abuse@flowcredi.com.br,S3,Abuse / trust / safety
flowrms.com,legal@flowrms.com,S5,Legal / compliance
fluss.io,abuse@fluss.io,S3,Abuse / trust / safety
fluss.io,tom@fluss.io,Sx-b,Single-word local
flylance.com,info@flylance.com,S9,Generic info / contact
fomo.ai,abuse@fomo.ai,S3,Abuse / trust / safety
fomo.ai,hi@fomo.ai,S9,Generic info / contact
fomo.ai,info@fomo.ai,S9,Generic info / contact
fonzi.ai,abuse@fonzi.ai,S3,Abuse / trust / safety
fonzi.ai,hello@fonzi.ai,S9,Generic info / contact
fonzi.ai,humans@fonzi.ai,Sx-b,Single-word local
foresight.ai,security@foresight.ai,S2,Security
forinvest.com,destek@forinvest.com,Sx-b,Single-word local
formant.io,security@formant.io,S2,Security
formant.io,abuse@formant.io,S3,Abuse / trust / safety
formassembly.com,security@formassembly.com,S2,Security
formassembly.com,abuse@formassembly.com,S3,Abuse / trust / safety
formly.ai,stodd@formly.ai,Sx-b,Single-word local
forte.co.nz,info@forte.co.nz,S9,Generic info / contact
forter.com,security@forter.com,S2,Security
forter.com,abuse@forter.com,S3,Abuse / trust / safety
foundational.io,dmarc@foundational.io,Sx-c,DMARC reporting
founderplus.id,hello@founderplus.id,S9,Generic info / contact
fourthwall.tv,abuse@fourthwall.tv,S3,Abuse / trust / safety
fpre.ch,info@fpre.ch,S9,Generic info / contact
frambemanning.se,abuse@frambemanning.se,S3,Abuse / trust / safety
frame.io,security@frame.io,S2,Security
frame.io,support@frame.io,S8,Support / help
fraudlogix.com,sales_req@fraudlogix.com,S10,Sales / marketing / press
freedom.world,dmarcreports@freedom.world,Sx-c,DMARC reporting
freee.co.jp,psirt+fail@freee.co.jp,S1,PSIRT / CERT / SOC
freee.co.jp,psirt@freee.co.jp,S1,PSIRT / CERT / SOC
fresha.com,hello@fresha.com,S8
freshbus.com,abuse@freshbus.com,S3,Abuse / trust / safety
freshbus.com,care@freshbus.com,S8,Support / help
freshpoint.cz,zakaznici@freshpoint.cz,Sx-b,Single-word local
frictionlessit.net,info@frictionlessit.net,S9,Generic info / contact
frictionlessit.net,emailreports@frictionlessit.net,Sx-b,Single-word local
friday.nl,abuse@friday.nl,S3,Abuse / trust / safety
friday.nl,info@friday.nl,S9,Generic info / contact
frontguys.fr,security@frontguys.fr,S2,Security
frontguys.fr,contact@frontguys.fr,S9,Generic info / contact
frontguys.fr,marc@frontguys.fr,Sx-b,Single-word local
frsport.com,sales@frsport.com,S10,Sales / marketing / press
fulfyld.com,hey@fulfyld.com,S9,Generic info / contact
fullenrich.com,support@fullenrich.com,S8,Support / help
fundify.com,rua@fundify.com,Sx-b,Single-word local
furious-squad.com,abuse@furious-squad.com,S3,Abuse / trust / safety
furious-squad.com,contact@furious-squad.com,S9,Generic info / contact
fusionpact.com,support@fusionpact.com,S8,Support / help
futureprinciple.com,secops@futureprinciple.com,S1,PSIRT / CERT / SOC
futuresearch.ai,support@futuresearch.ai,S8,Support / help
futuresearch.ai,hello@futuresearch.ai,S9,Generic info / contact
futuresearch.ai,privacy@futuresearch.ai,S4,Privacy / DPO / GDPR
futuresnoops.com,abuse@futuresnoops.com,S3,Abuse / trust / safety
futuresnoops.com,hello@futuresnoops.com,S9,Generic info / contact
futuresnoops.com,junk@futuresnoops.com,Sx-b,Single-word local
fyma.ai,abuse@fyma.ai,S3,Abuse / trust / safety
fyma.ai,info@fyma.ai,S9,Generic info / contact
fynite.ai,abuse@fynite.ai,S3,Abuse / trust / safety
fyxer.com,security@fyxer.com,S2,Security
fyxer.com,abuse@fyxer.com,S3,Abuse / trust / safety
gabriel.sk,mail@gabriel.sk,Sx-b,Single-word local
gaiasuite.com,contact@gaiasuite.com,S9,Generic info / contact
gaiasuite.com,dpo@gaiasuite.com,S4,Privacy / DPO / GDPR
gameball.co,abuse@gameball.co,S3,Abuse / trust / safety
gamma.app,abuse@gamma.app,S3,Abuse / trust / safety
gatsby.events,help@gatsby.events,S8
gcaa.gov.ae,cyber@gcaa.gov.ae,S2
gcit.com.au,support@gcit.com.au,S8,Support / help
gdicwins.com,info@gdicwins.com,S9,Generic info / contact
geekbot.com,security@geekbot.com,S2,Security
geekbot.com,hey@geekbot.com,S9,Generic info / contact
geekbot.com,legal@geekbot.com,S5,Legal / compliance
gem.com,support@gem.com,S8,Support / help
gem.com,legal@gem.com,S5,Legal / compliance
gem.com,security@gem.com,S2
genei.es,dmarc.rua@genei.es,Sx-c,DMARC reporting
genei.es,dmarc.ruf@genei.es,Sx-c,DMARC reporting
general.legal,abuse@general.legal,S3,Abuse / trust / safety
general.legal,info@general.legal,S9,Generic info / contact
generect.com,info@generect.com,S9,Generic info / contact
genialcare.com.br,abuse@genialcare.com.br,S3,Abuse / trust / safety
genially.com,security@genially.com,S2,Security
genially.com,abuse@genially.com,S3,Abuse / trust / safety
genially.com,support@genially.com,S8,Support / help
genially.com,legal@genially.com,S5,Legal / compliance
genloop.ai,abuse@genloop.ai,S3,Abuse / trust / safety
geopard.tech,abuse@geopard.tech,S3,Abuse / trust / safety
geopard.tech,support@geopard.tech,S8,Support / help
geopard.tech,info@geopard.tech,S9,Generic info / contact
geopoll.com,dmarc-reports@geopoll.com,Sx-c,DMARC reporting
geotab.com,security@geotab.com,S2,Security
getaleph.com,security@getaleph.com,S2,Security
getaleph.com,abuse@getaleph.com,S3,Abuse / trust / safety
getaptly.com,help@getaptly.com,S8
getbalance.com,security@getbalance.com,S2
getboomerang.ai,abuse@getboomerang.ai,S3,Abuse / trust / safety
getcroissant.com,abuse@getcroissant.com,S3,Abuse / trust / safety
getcroissant.com,support@getcroissant.com,S8,Support / help
getdalton.com,team@getdalton.com,S9,Generic info / contact
getdex.com,security@getdex.com,S2,Security
getdex.com,abuse@getdex.com,S3,Abuse / trust / safety
getdex.com,contact@getdex.com,S9,Generic info / contact
getken.ai,abuse@getken.ai,S3,Abuse / trust / safety
getken.ai,contact@getken.ai,S9,Generic info / contact
getken.ai,cristian@getken.ai,Sx-b,Single-word local
getloper.com,abuse@getloper.com,S3,Abuse / trust / safety
getmontecarlo.com,abuse@getmontecarlo.com,S3,Abuse / trust / safety
getpalm.com,security@getpalm.com,S2,Security
getpalm.com,abuse@getpalm.com,S3,Abuse / trust / safety
getpalm.com,help@getpalm.com,S8,Support / help
getpalm.com,hello@getpalm.com,S9,Generic info / contact
getpalm.com,privacy@getpalm.com,S4,Privacy / DPO / GDPR
getrecast.com,info@getrecast.com,S9,Generic info / contact
getredo.com,dmarc-reports@getredo.com,Sx-c,DMARC reporting
getresponse.com,security@getresponse.com,S2,Security
getresponse.com,abuse@getresponse.com,S3,Abuse / trust / safety
getresponse.com,info@getresponse.com,S9,Generic info / contact
getsales.io,abuse@getsales.io,S3,Abuse / trust / safety
getsales.io,support@getsales.io,S8,Support / help
getsift.ai,security@getsift.ai,S2,Security
getsift.ai,abuse@getsift.ai,S3,Abuse / trust / safety
getsift.ai,support@getsift.ai,S8,Support / help
getsift.ai,legal@getsift.ai,S5,Legal / compliance
getspeedpoint.com,privacy@getspeedpoint.com,S4,Privacy / DPO / GDPR
getspeedpoint.com,legal@getspeedpoint.com,S5,Legal / compliance
getspeedpoint.com,customersuccess@getspeedpoint.com,Sx-d,Other / mixed
getsponsy.com,hi@getsponsy.com,S9,Generic info / contact
getsponsy.com,miguel@getsponsy.com,Sx-b,Single-word local
giatecscientific.com,support@giatecscientific.com,S8,Support / help
giatecscientific.com,asiapacific@giatecscientific.com,Sx-b,Single-word local
giatecscientific.com,europe@giatecscientific.com,Sx-b,Single-word local
giatecscientific.com,latinamerica@giatecscientific.com,Sx-b,Single-word local
giatecscientific.com,middleeast@giatecscientific.com,Sx-b,Single-word local
giatecscientific.com,unitedkingdom@giatecscientific.com,Sx-d,Other / mixed
giftpoint.io,abuse@giftpoint.io,S3,Abuse / trust / safety
gigantic.pt,abuse@gigantic.pt,S3,Abuse / trust / safety
gigstack.io,abuse@gigstack.io,S3,Abuse / trust / safety
gigworx.com,help@gigworx.com,S8,Support / help
gigworx.com,slcsouth@gigworx.com,S8,Support / help
gigworx.com,support@gigworx.com,S8,Support / help
gigworx.com,info@gigworx.com,S9,Generic info / contact
gigworx.com,sbe@gigworx.com,Sx-b,Single-word local
gleap.io,security@gleap.io,S2,Security
gleap.io,abuse@gleap.io,S3,Abuse / trust / safety
glede.app,abuse@glede.app,S3,Abuse / trust / safety
glede.app,support@glede.app,S8,Support / help
glede.app,erik@glede.app,Sx-b,Single-word local
glichealth.com,dmarc-reports@glichealth.com,Sx-c,DMARC reporting
globaldatabase.com,office@globaldatabase.com,S9,Generic info / contact
