domain,email,tier,tier_label
fiber.ai,adi@fiber.ai,Sx-b,Single-word local
fifthrow.com,support@fifthrow.com,S8
figr.design,dmarc-reports@figr.design,Sx-c,DMARC reporting
findable.ai,security@findable.ai,S2,Security
findymail.com,security@findymail.com,S2,Security
finoptimal.com,developer@finoptimal.com,Sx-b,Single-word local
finout.io,security@finout.io,S2,Security
finthesis.io,contact@finthesis.io,S9,Generic info / contact
fintoc.com,security@fintoc.com,S2,Security
firebird.ai,security@firebird.ai,S2,Security
fireflies.ai,support@fireflies.ai,S8,Support / help
firstlight.farm,thestore@firstlight.farm,Sx-b,Single-word local
firstlook.gg,contact@firstlook.gg,S9,Generic info / contact
fitsamerica.com,abuse@fitsamerica.com,S3,Abuse / trust / safety
flalingo.com,help@flalingo.com,S8
flashbots.net,security@flashbots.net,S2
flashvote.com,support@flashvote.com,S8,Support / help
fleetx.io,abuse@fleetx.io,S3,Abuse / trust / safety
flexmls.com,security@flexmls.com,S2,Security
flipsnack.com,abuse@flipsnack.com,S3,Abuse / trust / safety
flodesk.com,security@flodesk.com,S2,Security
floorspace.ca,postmaster@floorspace.ca,S7,Admin / postmaster
flora.ai,abuse@flora.ai,S3,Abuse / trust / safety
flotiq.com,support@flotiq.com,S8,Support / help
flowcode.com,secops@flowcode.com,S1,PSIRT / CERT / SOC
flowcredi.com.br,abuse@flowcredi.com.br,S3,Abuse / trust / safety
flowrms.com,legal@flowrms.com,S5,Legal / compliance
fluss.io,abuse@fluss.io,S3,Abuse / trust / safety
flylance.com,info@flylance.com,S9,Generic info / contact
fomo.ai,abuse@fomo.ai,S3,Abuse / trust / safety
fonzi.ai,abuse@fonzi.ai,S3,Abuse / trust / safety
foresight.ai,security@foresight.ai,S2,Security
forinvest.com,destek@forinvest.com,Sx-b,Single-word local
formant.io,security@formant.io,S2,Security
formassembly.com,security@formassembly.com,S2,Security
formly.ai,stodd@formly.ai,Sx-b,Single-word local
forte.co.nz,info@forte.co.nz,S9,Generic info / contact
forter.com,security@forter.com,S2,Security
foundational.io,dmarc@foundational.io,Sx-c,DMARC reporting
founderplus.id,hello@founderplus.id,S9,Generic info / contact
fourthwall.tv,abuse@fourthwall.tv,S3,Abuse / trust / safety
fpre.ch,info@fpre.ch,S9,Generic info / contact
frambemanning.se,abuse@frambemanning.se,S3,Abuse / trust / safety
frame.io,security@frame.io,S2,Security
fraudlogix.com,sales_req@fraudlogix.com,S10,Sales / marketing / press
freedom.world,dmarcreports@freedom.world,Sx-c,DMARC reporting
freee.co.jp,psirt+fail@freee.co.jp,S1,PSIRT / CERT / SOC
fresha.com,hello@fresha.com,S8
freshbus.com,abuse@freshbus.com,S3,Abuse / trust / safety
freshpoint.cz,zakaznici@freshpoint.cz,Sx-b,Single-word local
frictionlessit.net,info@frictionlessit.net,S9,Generic info / contact
friday.nl,abuse@friday.nl,S3,Abuse / trust / safety
frontguys.fr,security@frontguys.fr,S2,Security
frsport.com,sales@frsport.com,S10,Sales / marketing / press
fulfyld.com,hey@fulfyld.com,S9,Generic info / contact
fullenrich.com,support@fullenrich.com,S8,Support / help
fundify.com,rua@fundify.com,Sx-b,Single-word local
furious-squad.com,abuse@furious-squad.com,S3,Abuse / trust / safety
fusionpact.com,support@fusionpact.com,S8,Support / help
futureprinciple.com,secops@futureprinciple.com,S1,PSIRT / CERT / SOC
futuresearch.ai,support@futuresearch.ai,S8,Support / help
futuresnoops.com,abuse@futuresnoops.com,S3,Abuse / trust / safety
fyma.ai,abuse@fyma.ai,S3,Abuse / trust / safety
fynite.ai,abuse@fynite.ai,S3,Abuse / trust / safety
fyxer.com,security@fyxer.com,S2,Security
gabriel.sk,mail@gabriel.sk,Sx-b,Single-word local
gaiasuite.com,contact@gaiasuite.com,S9,Generic info / contact
gameball.co,abuse@gameball.co,S3,Abuse / trust / safety
gamma.app,abuse@gamma.app,S3,Abuse / trust / safety
gatsby.events,help@gatsby.events,S8
gcaa.gov.ae,cyber@gcaa.gov.ae,S2
gcit.com.au,support@gcit.com.au,S8,Support / help
gdicwins.com,info@gdicwins.com,S9,Generic info / contact
geekbot.com,security@geekbot.com,S2,Security
gem.com,support@gem.com,S8,Support / help
genei.es,dmarc.rua@genei.es,Sx-c,DMARC reporting
general.legal,abuse@general.legal,S3,Abuse / trust / safety
generect.com,info@generect.com,S9,Generic info / contact
genialcare.com.br,abuse@genialcare.com.br,S3,Abuse / trust / safety
genially.com,security@genially.com,S2,Security
genloop.ai,abuse@genloop.ai,S3,Abuse / trust / safety
geopard.tech,abuse@geopard.tech,S3,Abuse / trust / safety
geopoll.com,dmarc-reports@geopoll.com,Sx-c,DMARC reporting
geotab.com,security@geotab.com,S2,Security
getaleph.com,security@getaleph.com,S2,Security
getaptly.com,help@getaptly.com,S8
getbalance.com,security@getbalance.com,S2
getboomerang.ai,abuse@getboomerang.ai,S3,Abuse / trust / safety
getcroissant.com,abuse@getcroissant.com,S3,Abuse / trust / safety
getdalton.com,team@getdalton.com,S9,Generic info / contact
getdex.com,security@getdex.com,S2,Security
getken.ai,abuse@getken.ai,S3,Abuse / trust / safety
getloper.com,abuse@getloper.com,S3,Abuse / trust / safety
getmontecarlo.com,abuse@getmontecarlo.com,S3,Abuse / trust / safety
getpalm.com,security@getpalm.com,S2,Security
getrecast.com,info@getrecast.com,S9,Generic info / contact
getredo.com,dmarc-reports@getredo.com,Sx-c,DMARC reporting
getresponse.com,security@getresponse.com,S2,Security
getsales.io,abuse@getsales.io,S3,Abuse / trust / safety
getsift.ai,security@getsift.ai,S2,Security
getspeedpoint.com,privacy@getspeedpoint.com,S4,Privacy / DPO / GDPR
getsponsy.com,hi@getsponsy.com,S9,Generic info / contact
giatecscientific.com,support@giatecscientific.com,S8,Support / help
giftpoint.io,abuse@giftpoint.io,S3,Abuse / trust / safety
gigantic.pt,abuse@gigantic.pt,S3,Abuse / trust / safety
gigstack.io,abuse@gigstack.io,S3,Abuse / trust / safety
gigworx.com,help@gigworx.com,S8,Support / help
gleap.io,security@gleap.io,S2,Security
glede.app,abuse@glede.app,S3,Abuse / trust / safety
glichealth.com,dmarc-reports@glichealth.com,Sx-c,DMARC reporting
globaldatabase.com,office@globaldatabase.com,S9,Generic info / contact
globalmacit.com,sales@globalmacit.com,S10,Sales / marketing / press
glowtify.com,abuse@glowtify.com,S3,Abuse / trust / safety
go1.com,security@go1.com,S2,Security
goalfy.com.br,abuse@goalfy.com.br,S3,Abuse / trust / safety
gocardless.com,vuln-disc@gocardless.com,S0
goconsensus.com,security@goconsensus.com,S2,Security
gocsm.com,info@gocsm.com,S9,Generic info / contact
goextrovert.com,abuse@goextrovert.com,S3,Abuse / trust / safety
goflink.com,it-security@goflink.com,S2,Security
goldfishads.com,abuse@goldfishads.com,S3,Abuse / trust / safety
goldwasserexchange.be,security@goldwasserexchange.be,S2,Security
gomining.com,abuse@gomining.com,S3,Abuse / trust / safety
gong.io,sales@gong.io,S10,Sales / marketing / press
goodfin.com,dmarc-reports@goodfin.com,Sx-c,DMARC reporting
goodwatercap.com,info@goodwatercap.com,S9,Generic info / contact
gopitcrew.com,support@gopitcrew.com,S8,Support / help
gothru.co,abuse@gothru.co,S3,Abuse / trust / safety
gotobeat.com,security@gotobeat.com,S2,Security
gowindmill.com,abuse@gowindmill.com,S3,Abuse / trust / safety
gpbullhound.com,security@gpbullhound.com,S2,Security
grafana.com,info@grafana.com,S9,Generic info / contact
grapelaw.com,info@grapelaw.com,S9,Generic info / contact
grasp.gg,dpo@grasp.gg,S4,Privacy / DPO / GDPR
grasp.study,abuse@grasp.study,S3,Abuse / trust / safety
gravl.io,abuse@gravl.io,S3,Abuse / trust / safety
green-api.com,support@green-api.com,S8,Support / help
greenhawk.co.nz,kiaora@greenhawk.co.nz,Sx-b,Single-word local
greenstreet.com,security@greenstreet.com,S2,Security
gridium.com,dmarcreports@gridium.com,Sx-c,DMARC reporting
groupesignalisation.ca,abuse@groupesignalisation.ca,S3,Abuse / trust / safety
grove.co,support@grove.co,S8,Support / help
growhouse.co,abuse@growhouse.co,S3,Abuse / trust / safety
growthfactor.ai,security@growthfactor.ai,S2,Security
growthkitchen.co,abuse@growthkitchen.co,S3,Abuse / trust / safety
grupoamericainterior.com.ar,abuse@grupoamericainterior.com.ar,S3,Abuse / trust / safety
grupoeon.com.ar,soporte@grupoeon.com.ar,Sx-b,Single-word local
grupovelas.com.br,abuse@grupovelas.com.br,S3,Abuse / trust / safety
gxl.ai,abuse@gxl.ai,S3,Abuse / trust / safety
gyramais.com.br,abuse@gyramais.com.br,S3,Abuse / trust / safety
hackle.io,security@hackle.io,S2,Security
hadrian.io,security@hadrian.io,S2,Security
haiku.fr,security@haiku.fr,S2,Security
halfmoonempanadas.com,info@halfmoonempanadas.com,S9,Generic info / contact
haloai.co.id,abuse@haloai.co.id,S3,Abuse / trust / safety
handwrytten.com,security@handwrytten.com,S2,Security
handy.la,hola@handy.la,S9,Generic info / contact
happycog.com,hello@happycog.com,S9,Generic info / contact
harness.io,security@harness.io,S2,Security
hbflavor.com,dmarc@hbflavor.com,Sx-c,DMARC reporting
headlight.co,security@headlight.co,S2,Security
healthkey.health,abuse@healthkey.health,S3,Abuse / trust / safety
hectorai.live,abuse@hectorai.live,S3,Abuse / trust / safety
hellobonsai.com,abuse@hellobonsai.com,S3,Abuse / trust / safety
hellodarwin.com,info@hellodarwin.com,S9,Generic info / contact
helmer.app,abuse@helmer.app,S3,Abuse / trust / safety
heroku.com,bugbountymanager@salesforce.com,S0
hex.inc,abuse@hex.inc,S3,Abuse / trust / safety
heybloome.com,abuse@heybloome.com,S3,Abuse / trust / safety
heyflow.com,security@heyflow.com,S2,Security
heygen.com,security@heygen.com,S2,Security
heymantle.com,security@heymantle.com,S2,Security
heymarvin.com,security@heymarvin.com,S2,Security
hfsresearch.com,support@hfsresearch.com,S8,Support / help
higgsfield.ai,security@higgsfield.ai,S2,Security
highspot.com,security@highspot.com,S2,Security
himalayas.app,abuse@himalayas.app,S3,Abuse / trust / safety
himodus.com,security@himodus.com,S2,Security
hirenimbus.com,abuse@hirenimbus.com,S3,Abuse / trust / safety
hivecpq.com,abuse@hivecpq.com,S3,Abuse / trust / safety
hoicko.ai,hello@hoicko.ai,S9,Generic info / contact
holidu.com,security@holidu.com,S2,Security
holland1916.com,saleshnp@holland1916.com,S10,Sales / marketing / press
homeric.ai,info@homeric.ai,S9,Generic info / contact
honor.education,dmarc-reports@honor.education,Sx-c,DMARC reporting
hortitec.es,abuse@hortitec.es,S3,Abuse / trust / safety
hospitable.com,security@hospitable.com,S2,Security
hostingb2b.com,abuse@hostingb2b.com,S3,Abuse / trust / safety
houseamp.com,support@houseamp.com,S8,Support / help
howz.com,abuse@howz.com,S3,Abuse / trust / safety
hri-research.org,info@hri-research.org,S9,Generic info / contact
hsa.org.ua,info@hsa.org.ua,S9,Generic info / contact
hubbl.com,dmarc-afrf@hubbl.com,Sx-c,DMARC reporting
hubspot.com,security-notifications@hubspot.com,S2,Security
hubstaff.com,security@hubstaff.com,S2,Security
humaans.io,security@humaans.io,S2,Security
humanic.ai,privacy@humanic.ai,S4,Privacy / DPO / GDPR
hundredx.com,security@hundredx.com,S2,Security
hunt.io,abuse@hunt.io,S3,Abuse / trust / safety
hushh.ai,one@hushh.ai,Sx-b,Single-word local
hvakr.com,abuse@hvakr.com,S3,Abuse / trust / safety
hypercore.ai,abuse@hypercore.ai,S3,Abuse / trust / safety
hyperline.co,security@hyperline.co,S2,Security
i-glocal.com,info@i-glocal.com,S9,Generic info / contact
iamota.com,abuse@iamota.com,S3,Abuse / trust / safety
iasaglobal.org,contactus@iasaglobal.org,S9,Generic info / contact
icepanel.io,mail@icepanel.io,Sx-b,Single-word local
icmarkets.com,dmarcreports@icmarkets.com,Sx-c,DMARC reporting
icustomer.ai,abuse@icustomer.ai,S3,Abuse / trust / safety
idc.com,security@idc.com,S2,Security
idealo.com,abuse@idealo.com,S3,Abuse / trust / safety
ideogram.ai,security@ideogram.ai,S2,Security
ifcroofing.com,info@ifcroofing.com,S9,Generic info / contact
iggnita.com,info@iggnita.com,S9,Generic info / contact
ihrdc.com,dataprivacy@ihrdc.com,S4
illumex.ai,abuse@illumex.ai,S3,Abuse / trust / safety
ilogs.systems,infrastructure@ilogs.systems,Sx-d,Other / mixed
imagine.art,abuse@imagine.art,S3,Abuse / trust / safety
imax.com,emaildmarc@imax.com,Sx-c,DMARC reporting
imperium.uk,hello@imperium.uk,S9,Generic info / contact
inboxally.com,abuse@inboxally.com,S3,Abuse / trust / safety
inboxkit.com,abuse@inboxkit.com,S3,Abuse / trust / safety
incident.io,security@incident.io,S2,Security
incomaker.com,support@incomaker.com,S8
incorpro.ie,abuse@incorpro.ie,S3,Abuse / trust / safety
incube8.sg,abuse@incube8.sg,S3,Abuse / trust / safety
indelible.co.nz,info@indelible.co.nz,S9
inderes.com,security@inderes.com,S2,Security
indicaonline.com,security@indicaonline.com,S2,Security
indmoney.com,security@indmoney.com,S2,Security
infakt.pl,bugbounty@infakt.pl,S0,Bug bounty / VDP
infillion.com,security@infillion.com,S2,Security
inflection.io,security@inflection.io,S2,Security
influee.co,abuse@influee.co,S3,Abuse / trust / safety
influx.com,security@influx.com,S2,Security
infrasure.ai,abuse@infrasure.ai,S3,Abuse / trust / safety
ingenious.build,security@ingenious.build,S2,Security
ingest.ai,abuse@ingest.ai,S3,Abuse / trust / safety
inistate.com,inistatedemosession@inistate.com,Sx-d,Other / mixed
inki.tech,security@inki.tech,S2,Security
insided.com,security@insided.com,S2,Security
insiderone.com,dmarc@insiderone.com,Sx-c,DMARC reporting
insites.com,security@insites.com,S2,Security
insource.co.jp,dmarc-report@insource.co.jp,Sx-c,DMARC reporting
inspectionsupport.com,abuse@inspectionsupport.com,S3,Abuse / trust / safety
instabridge.com,support@instabridge.com,S8,Support / help
instantdb.com,hello@instantdb.com,S9,Generic info / contact
instantly.ai,abuse@instantly.ai,S3,Abuse / trust / safety
instrumentl.com,security@instrumentl.com,S2,Security
insurely.com,security@insurely.com,S2,Security
intelimetrica.com,abuse@intelimetrica.com,S3,Abuse / trust / safety
intellizence.com,abuse@intellizence.com,S3,Abuse / trust / safety
intentwise.com,abuse@intentwise.com,S3,Abuse / trust / safety
intercom.com,security@intercom.com,S2,Security
interdiscount.ch,online@service.interdiscount.ch,Sx-d
interlockgtm.com,contact@interlockgtm.com,S9,Generic info / contact
intuswindows.com,hostmaster@intuswindows.com,S7,Admin / postmaster
investdefy.com,abuse@investdefy.com,S3,Abuse / trust / safety
investnext.com,security@investnext.com,S2,Security
ipolish.fashion,dmarcreports@ipolish.fashion,Sx-c,DMARC reporting
iproxy.online,ceo@iproxy.online,Sx-b,Single-word local
itgenius.com,abuse@itgenius.com,S3,Abuse / trust / safety
itstoday.org,abuse@itstoday.org,S3,Abuse / trust / safety
iyengarnyc.org,abuse@iyengarnyc.org,S3,Abuse / trust / safety
jahypotheques.ca,info@jahypotheques.ca,S9,Generic info / contact
jam.dev,security@jam.dev,S2,Security
jam7.com,security@jam7.com,S2,Security
jambase.com,abuse@jambase.com,S3,Abuse / trust / safety
janet.ai,support@janet.ai,S8,Support / help
jasper.ai,security@jasper.ai,S2,Security
jepto.com,abuse@jepto.com,S3,Abuse / trust / safety
jibble.io,support@jibble.io,S8,Support / help
jobphoning.com,abuse@jobphoning.com,S3,Abuse / trust / safety
jobspikr.com,abuse@jobspikr.com,S3,Abuse / trust / safety
joinotto.com,hello@joinotto.com,S9,Generic info / contact
joinswsh.com,security@joinswsh.com,S2,Security
jointimecloud.com,abuse@jointimecloud.com,S3,Abuse / trust / safety
jotform.com,support@jotform.com,S8,Support / help
joyn.one,abuse@joyn.one,S3,Abuse / trust / safety
jplug.io,hello@jplug.io,S9,Generic info / contact
judgmentlabs.ai,abuse@judgmentlabs.ai,S3,Abuse / trust / safety
july.com,abuse@july.com,S3,Abuse / trust / safety
jumpseller.com,security@jumpseller.com,S2
jurny.com,abuse@jurny.com,S3,Abuse / trust / safety
kadoa.com,support@kadoa.com,S8,Support / help
kameobikes.com,info@kameobikes.com,S9,Generic info / contact
kapoq.com,abuse@kapoq.com,S3,Abuse / trust / safety
kapptivate.com,abuse@kapptivate.com,S3,Abuse / trust / safety
karbonhq.com,security@karbonhq.com,S2,Security
kashable.com,security@kashable.com,S2,Security
katanamrp.com,security@katanamrp.com,S2,Security
katara.ai,security@katara.ai,S2,Security
kayzen.io,abuse@kayzen.io,S3,Abuse / trust / safety
keboola.com,security@keboola.com,S2,Security
keeping.com,abuse@keeping.com,S3,Abuse / trust / safety
kernel.ai,abuse@kernel.ai,S3,Abuse / trust / safety
kertos.io,hello@kertos.io,S9,Generic info / contact
kevel.com,security@kevel.com,S2,Security
keywordtool.io,abuse@keywordtool.io,S3,Abuse / trust / safety
kiingo.com,websitecontact@kiingo.com,S9,Generic info / contact
kime.ai,team@kime.ai,S9,Generic info / contact
kinesis.org,security@kinesis.org,S2,Security
kiosked.com,abuse@kiosked.com,S3,Abuse / trust / safety
kissterra.com,security@kissterra.com,S2,Security
kitabh.com,hello@kitabh.com,S9,Generic info / contact
kive.ai,security@kive.ai,S2,Security
kixie.com,security@kixie.com,S2,Security
klaviyo.com,security@klaviyo.com,S2,Security
kleer.se,support@kleer.se,S8
klubi.com.br,security@klubi.com.br,S2,Security
knapsack.cloud,security@knapsack.cloud,S2,Security
knight-solutions.com,internalsecurity@knight-solutions.com,S2,Security
knock.app,support@knock.app,S8,Support / help
knocommerce.com,security@knocommerce.com,S2,Security
knotch.com,security@knotch.com,S2,Security
knowledgegategroup.com,info@knowledgegategroup.com,S9,Generic info / contact
kobana.com.br,seguranca@kobana.com.br,Sx-b,Single-word local
kogenta.com,abuse@kogenta.com,S3,Abuse / trust / safety
konta.com,abuse@konta.com,S3,Abuse / trust / safety
kotzilla.io,abuse@kotzilla.io,S3,Abuse / trust / safety
kourawealth.co.nz,info@kourawealth.co.nz,S9,Generic info / contact
kpicreatives.com,hello@kpicreatives.com,S9,Generic info / contact
kredfeed.com,abuse@kredfeed.com,S3,Abuse / trust / safety
krisp.ai,security@krisp.ai,S2
kruncher.ai,info@kruncher.ai,S9,Generic info / contact
kscope.io,info@kscope.io,S9,Generic info / contact
kubit.ai,security@kubit.ai,S2,Security
kuradashi.jp,abuse@kuradashi.jp,S3,Abuse / trust / safety
kynship.co,abuse@kynship.co,S3,Abuse / trust / safety
lade.de,post@lade.de,Sx-b,Single-word local
laferla.com.mt,abuse@laferla.com.mt,S3,Abuse / trust / safety
lambdatest.com,security@lambdatest.com,S2,Security
landapp.com.br,comercial@landapp.com.br,Sx-b,Single-word local
landstack.co.uk,security@landstack.co.uk,S2,Security
lansweeper.com,security@lansweeper.com,S2,Security
lanterne.ai,abuse@lanterne.ai,S3,Abuse / trust / safety
lasso.ai,abuse@lasso.ai,S3,Abuse / trust / safety
lasso.security,devops@lasso.security,S7,Admin / postmaster
launchgood.com,my_dmarc_report@launchgood.com,Sx-c,DMARC reporting
lawtrades.com,help@lawtrades.com,S8,Support / help
lawvu.com,security@lawvu.com,S2,Security
layer.team,help@layer.team,S8,Support / help
leadfeeder.com,security@leadfeeder.com,S2,Security
leadmagic.io,security@leadmagic.io,S2,Security
leanmote.com,abuse@leanmote.com,S3,Abuse / trust / safety
leanrs.com,info@leanrs.com,S9,Generic info / contact
legalmike.ai,security@legalmike.ai,S2,Security
legroupenova.com,dmarc@legroupenova.com,Sx-c,DMARC reporting
leonardo.ai,security@leonardo.ai,S2,Security
letsweel.com,help@letsweel.com,S8,Support / help
letterdrop.com,support@letterdrop.com,S8,Support / help
lev.com,review@lev.com,Sx-b,Single-word local
levels.fyi,abuse@levels.fyi,S3,Abuse / trust / safety
levelupgroup.nl,abuse@levelupgroup.nl,S3,Abuse / trust / safety
leverest.net,security@leverest.net,S2,Security
levno.com,info@levno.com,S9,Generic info / contact
levo.ai,abuse@levo.ai,S3,Abuse / trust / safety
lhdottie.com,security@lhdottie.com,S2,Security
lickd.co,abuse@lickd.co,S3,Abuse / trust / safety
lightbase.co,abuse@lightbase.co,S3,Abuse / trust / safety
lightmetrics.co,abuse@lightmetrics.co,S3,Abuse / trust / safety
lilt.com,security@lilt.com,S2,Security
limacharlie.io,security@limacharlie.io,S2,Security
limbomusic.com,abuse@limbomusic.com,S3,Abuse / trust / safety
limelife.com,wecare@limelife.com,S8,Support / help
liminal.co,abuse@liminal.co,S3,Abuse / trust / safety
lindo.ai,support@lindo.ai,S8,Support / help
linear.app,security@linear.app,S2,Security
link37.org,abuse@link37.org,S3,Abuse / trust / safety
linktr.ee,dmarc@linktr.ee,Sx-c,DMARC reporting
lions.co,dmarc-reports@lions.co,Sx-c,DMARC reporting
listalpha.com,security@listalpha.com,S2,Security
listenlabs.ai,security@listenlabs.ai,S2,Security
littlebird.ai,security@littlebird.ai,S2,Security
liveplan.com,abuse@liveplan.com,S3,Abuse / trust / safety
liverem.com,abuse@liverem.com,S3,Abuse / trust / safety
liveseo.com.br,abuse@liveseo.com.br,S3,Abuse / trust / safety
llamaindex.ai,security@llamaindex.ai,S2,Security
llexeter.co.uk,webmaster@llexeter.co.uk,S7,Admin / postmaster
lnk.bio,abuse@lnk.bio,S3,Abuse / trust / safety
loadshare.net,abuse@loadshare.net,S3,Abuse / trust / safety
loadsmart.com,carrier@loadsmart.com,Sx-b,Single-word local
locates.com.br,dmarc@locates.com.br,Sx-c,DMARC reporting
lockchain.ai,security@lockchain.ai,S2,Security
loft47.com,abuse@loft47.com,S3,Abuse / trust / safety
logic.inc,support@logic.inc,S8
logrocket.com,trust@logrocket.com,S3,Abuse / trust / safety
logto.io,security@logto.io,S2,Security
lokalise.com,security@lokalise.com,S2,Security
lookback.io,support@lookback.io,S8,Support / help
loopai.com,support@loopai.com,S8,Support / help
loopboard.io,abuse@loopboard.io,S3,Abuse / trust / safety
lorikeetcx.ai,security@lorikeetcx.ai,S2,Security
lovable.dev,abuse@lovable.dev,S3,Abuse / trust / safety
lovepopcards.com,abuse@lovepopcards.com,S3,Abuse / trust / safety
ludusengine.com,security@ludusengine.com,S2,Security
lulifama.com,dmarc@lulifama.com,Sx-c,DMARC reporting
luma.com,security@luma.com,S2,Security
lumar.io,security@lumar.io,S2,Security
luminovo.com,sales@luminovo.com,S10,Sales / marketing / press
luminpdf.com,security@luminpdf.com,S2,Security
lumonic.com,kevin@lumonic.com,Sx-b,Single-word local
lusha.com,legal@lusha.com,S5
mabl.com,inquiry@mabl.com,S9,Generic info / contact
madelevator.com,customerservice@madelevator.com,S8,Support / help
maestrolabs.com,security@maestrolabs.com,S2,Security
magicpatterns.com,security@magicpatterns.com,S2
magicpost.in,naile.titah@magicpost.in,Sx-a,Real-person name
magnific.com,security@magnific.com,S2,Security
mailersend.com,security@mailersend.com,S2
mailkit.com,abuse@mailkit.com,S3,Abuse / trust / safety
majans.com,marketing@majans.com,S10,Sales / marketing / press
make.com,security@make.com,S2,Security
manatal.com,security@manatal.com,S2,Security
maniv.com,abuse@maniv.com,S3,Abuse / trust / safety
manossoftware.com,info@manossoftware.com,S9,Generic info / contact
manufact.com,security@manufact.com,S2,Security
manus.im,contact@manus.im,S9,Generic info / contact
mapbox.com,security@mapbox.com,S2,Security
marketproof.com,abuse@marketproof.com,S3,Abuse / trust / safety
marketxls.com,abuse@marketxls.com,S3,Abuse / trust / safety
marq.com,security@marq.com,S2,Security
marqii.com,support@marqii.com,S8,Support / help
martecko.com,abuse@martecko.com,S3,Abuse / trust / safety
marvinrecruiter.com,abuse@marvinrecruiter.com,S3,Abuse / trust / safety
masters.vc,info@masters.vc,S9,Generic info / contact
matador.ai,security@matador.ai,S2,Security
materialsmarket.com,theteam@materialsmarket.com,S9,Generic info / contact
matik.io,security@matik.io,S2,Security
maxhealth.tech,hello@maxhealth.tech,S9,Generic info / contact
maya-pci.com,contact@maya-pci.com,S9,Generic info / contact
mdcdatacenters.com,abuse@mdcdatacenters.com,S3,Abuse / trust / safety
mdgsolutions.com,abuse@mdgsolutions.com,S3,Abuse / trust / safety
me-qr.com,support@me-qr.com,S8,Support / help
me.sh,security@me.sh,S2,Security
meandu.com,press@meandu.com,S10,Sales / marketing / press
measured.com,security@measured.com,S2,Security
mebot.ai,abuse@mebot.ai,S3,Abuse / trust / safety
medasystems.com,support@medasystems.com,S8,Support / help
mediafly.com,info@mediafly.com,S9,Generic info / contact
mediamath.com,security@mediamath.com,S2,Security
mee6.xyz,security@mee6.xyz,S2,Security
meetgeek.ai,security@meetgeek.ai,S2,Security
meetjamie.ai,security@meetjamie.ai,S2,Security
meetmable.com,abuse@meetmable.com,S3,Abuse / trust / safety
meetminutes.in,dmarc@meetminutes.in,Sx-c,DMARC reporting
meetsquad.ai,abuse@meetsquad.ai,S3,Abuse / trust / safety
meetup.com,security@meetup.com,S2,Security
megaport.com,vulnerability.disclosure@megaport.com,S0,Bug bounty / VDP
meikai.ai,abuse@meikai.ai,S3,Abuse / trust / safety
meisterlabs.com,security@meisterlabs.com,S2,Security
mellow.io,dpo@mellow.io,S4
mem.ai,abuse@mem.ai,S3,Abuse / trust / safety
memberspot.de,abuse@memberspot.de,S3,Abuse / trust / safety
memberstack.com,abuse@memberstack.com,S3,Abuse / trust / safety
mendo.cloud,hi@mendo.cloud,S9,Generic info / contact
mentatech.io,abuse@mentatech.io,S3,Abuse / trust / safety
mentionlab.io,legal@mentionlab.io,S5,Legal / compliance
mentionlytics.com,abuse@mentionlytics.com,S3,Abuse / trust / safety
meow.com,security@meow.com,S2,Security
mercadolibre.com,bugbounty@mercadolibre.com,S0,Bug bounty / VDP
merchtable.com,abuse@merchtable.com,S3,Abuse / trust / safety
mercury.com,security@mercury.com,S2,Security
mesmer.co,security@mesmer.co,S2,Security
messari.io,abuse@messari.io,S3,Abuse / trust / safety
meteomatics.com,security@meteomatics.com,S2,Security
micador.com.au,security@micador.com.au,S2,Security
middesk.com,security@middesk.com,S2,Security
milemaker.com,security@milemaker.com,S2,Security
millistream.com,tech@millistream.com,Sx-b,Single-word local
millow.co,enquiries@millow.co,S9,Generic info / contact
mindmeister.com,press@mindmeister.com,S10,Sales / marketing / press
minicoursegenerator.com,support@minicoursegenerator.com,S8,Support / help
minicrm.hu,help@minicrm.hu,S8,Support / help
minicrm.ro,suport@minicrm.ro,Sx-b,Single-word local
mintlify.com,dmarc-reports@mintlify.com,Sx-c,DMARC reporting
minubo.com,abuse@minubo.com,S3,Abuse / trust / safety
miramis.co,abuse@miramis.co,S3,Abuse / trust / safety
miro.com,security@miro.com,S2,Security
mitsiomotu.com,info@mitsiomotu.com,S9,Generic info / contact
mittwald.de,security@mittwald.de,S2,Security
mixmax.com,security@mixmax.com,S2,Security
mixpanel.com,bugbounty@mixpanel.com,S0,Bug bounty / VDP
mobile-text-alerts.com,sales@mobile-text-alerts.com,S10,Sales / marketing / press
modoenergy.com,security@modoenergy.com,S2,Security
mogul.club,support@mogul.club,S8,Support / help
momentumamp.com,abuse@momentumamp.com,S3,Abuse / trust / safety
monest.com.br,security@monest.com.br,S2,Security
montai.com,postmaster@montai.com,S7,Admin / postmaster
moodys.com,security@moodys.com,S2,Security
moonlit.ai,abuse@moonlit.ai,S3,Abuse / trust / safety
moovel.com,security@moovel.com,S2,Security
morganastudios.com,info@morganastudios.com,S9,Generic info / contact
morgans.com.au,security@morgans.com.au,S2,Security
morningscore.io,abuse@morningscore.io,S3,Abuse / trust / safety
morningstar.com,security@morningstar.com,S2,Security
motra.com,abuse@motra.com,S3,Abuse / trust / safety
msci.com,security@msci.com,S2,Security
mscience.com,info@mscience.com,S9,Generic info / contact
mudstack.com,abuse@mudstack.com,S3,Abuse / trust / safety
musicinfra.com,abuse@musicinfra.com,S3,Abuse / trust / safety
