email,primary_domain,phases,source_count,sample_source_url
dmarc-reports@callpercy.com,callpercy.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@carohq.com,carohq.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc-reports@chariow.com,chariow.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@cleo.com,cleo.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@converge.it,converge.it,tier1-2-dns:dmarc_rua,1,
dmarc-reports@convex.dev,convex.dev,tier1-2-dns:dmarc_rua,1,
dmarc-reports@coris.ai,coris.ai,tier1-2-dns:dmarc_rua,1,
dmarc-reports@cryptorefills.com,cryptorefills.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@curate.co,curate.co,tier1-2-dns:dmarc_rua,1,
dmarc-reports@curemedia.com,curemedia.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc-reports@dcm-inc.com,dcm-inc.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@e-gineering.com,e-gineering.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@easyship.com,easyship.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@ellipsend.com,ellipsend.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@envoy.com,envoy.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@explorium.ai,explorium.ai,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc-reports@facilio.com,facilio.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc-reports@figr.design,figr.design,tier1-2-dns:dmarc_rua,1,
dmarc-reports@finout.io,finout.io,tier1-2-dns:dmarc_rua,1,
dmarc-reports@fintoc.com,fintoc.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@formant.io,formant.io,tier1-2-dns:dmarc_rua,1,
dmarc-reports@fullenrich.com,fullenrich.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@fyma.ai,fyma.ai,tier1-2-dns:dmarc_rua,1,
dmarc-reports@gem.com,gem.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@geopoll.com,geopoll.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc-reports@getboomerang.ai,getboomerang.ai,tier1-2-dns:dmarc_rua,1,
dmarc-reports@getredo.com,getredo.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@glichealth.com,glichealth.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@goodfin.com,goodfin.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@grasp.gg,grasp.gg,tier1-2-dns:dmarc_rua,1,
dmarc-reports@grove.co,grove.co,tier1-2-dns:dmarc_rua,1,
dmarc-reports@grupoeon.com.ar,grupoeon.com.ar,tier1-2-dns:dmarc_rua,1,
dmarc-reports@honor.education,honor.education,tier1-2-dns:dmarc_rua,1,
dmarc-reports@hvakr.com,hvakr.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@imagine.art,imagine.art,tier1-2-dns:dmarc_rua,1,
dmarc-reports@incorpro.ie,incorpro.ie,tier1-2-dns:dmarc_rua,1,
dmarc-reports@infillion.com,infillion.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc-reports@iproxy.online,iproxy.online,tier1-2-dns:dmarc_rua,1,
dmarc-reports@knock.app,knock.app,tier1-2-dns:dmarc_rua,1,
dmarc-reports@kuradashi.jp,kuradashi.jp,tier1-2-dns:dmarc_rua,1,
dmarc-reports@lions.co,lions.co,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc-reports@listalpha.com,listalpha.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@loopai.com,loopai.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@mabl.com,mabl.com,tier1-2-dns:dmarc_ruf,1,
dmarc-reports@mem.ai,mem.ai,tier1-2-dns:dmarc_rua,1,
dmarc-reports@middesk.com,middesk.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@mintlify.com,mintlify.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@mixmax.com,mixmax.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc-reports@musicinfra.com,musicinfra.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@mutinyhq.com,mutinyhq.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@mypureinsights.com,mypureinsights.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@n3xt.io,n3xt.io,tier1-2-dns:dmarc_rua,1,
dmarc-reports@native.security,native.security,tier1-2-dns:dmarc_rua,1,
dmarc-reports@octavehq.com,octavehq.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@oncrawl.com,oncrawl.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@one.app,onepay.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc-reports@opquast.com,opquast.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc-reports@otelai.com,otelai.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@otter.ai,otter.ai,tier1-2-dns:dmarc_rua,1,
dmarc-reports@papermill.io,papermill.io,tier1-2-dns:dmarc_rua,1,
dmarc-reports@parsimotion.com,producteca.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@piperai.com,piperai.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@powersupportpartners.com,powersupportpartners.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@pramata.com,pramata.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@prismic.io,prismic.io,tier1-2-dns:dmarc_rua,1,
dmarc-reports@quinn-ai.com,quinn-ai.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc-reports@quotech.io,quotech.io,tier1-2-dns:dmarc_rua,1,
dmarc-reports@reeporter.ai,reeporter.ai,tier1-2-dns:dmarc_rua,1,
dmarc-reports@reports.newstex.us,newstex.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@reshapeautomation.com,reshapex.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@rhinofcp.com,rhinofcp.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@rhinohealth.com,rhinohealth.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@roundtreasury.com,roundtreasury.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@sawmills.ai,sawmills.ai,tier1-2-dns:dmarc_rua,1,
dmarc-reports@scalestack.ai,scalestack.ai,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc-reports@seon.io,seon.io,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc-reports@shapes.co,shapes.co,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc-reports@shoptrade.co,shoptrade.co,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc-reports@shotstack.io,shotstack.io,tier1-2-dns:dmarc_rua,1,
dmarc-reports@sitewise.com,sitewise.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@slidespeak.co,slidespeak.co,tier1-2-dns:dmarc_rua,1,
dmarc-reports@smarttalks.ai,smarttalks.ai,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc-reports@soundcharts.com,soundcharts.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@startdeliver.com,startdeliver.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@superwall.com,superwall.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@symmetrical.ai,symmetrical.ai,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc-reports@synply.io,synply.io,tier1-2-dns:dmarc_rua,1,
dmarc-reports@tandom.ai,tandom.ai,tier1-2-dns:dmarc_rua,1,
dmarc-reports@testery.io,testery.io,tier1-2-dns:dmarc_rua,1,
dmarc-reports@text.com,text.com,tier1-2-dns:dmarc_ruf,1,
dmarc-reports@timetackle.com,timetackle.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@tnpgroup.co,tnpgroup.co,tier1-2-dns:dmarc_rua,1,
dmarc-reports@triplewhale.com,triplewhale.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@tryfuse.ai,tryfuse.ai,tier1-2-dns:dmarc_rua,1,
dmarc-reports@unblock.global,unblock.global,tier1-2-dns:dmarc_rua,1,
dmarc-reports@voiser.ai,voiser.ai,tier1-2-dns:dmarc_rua,1,
dmarc-reports@waterplan.com,waterplan.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@webflow.com,webflow.com,tier1-2-dns:dmarc_rua,1,
dmarc-reports@weni.ai,weni.ai,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc-reports@wiza.com,wiza.co,tier1-2-dns:dmarc_rua,1,
dmarc-rua@mailkit.com,mailkit.com,tier1-2-dns:dmarc_rua,1,
dmarc-rua@woowup.com,woowup.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc-ruf@algolia.com,algolia.com,tier1-2-dns:dmarc_ruf,1,
dmarc-ruf@dutchvalleyfoods.com,dutchvalleyfoods.com,tier1-2-dns:dmarc_ruf,1,
dmarc-ruf@squareup.com,squareup.com,tier1-2-dns:dmarc_ruf,1,
dmarc-security@community.com,community.com,tier1-2-dns:dmarc_rua,1,
dmarc.4vtdymfxieogj93jkpjj@mail.suped.com,liveplan.com,tier1-2-dns:dmarc_rua,1,
dmarc.alert@airpay.co.in,airpay.co.in,tier1-2-dns:dmarc_rua,1,
dmarc.forensic@checkr.com,checkr.com,tier1-2-dns:dmarc_ruf,1,
dmarc.ind@indmoney.com,indmoney.com,tier1-2-dns:dmarc_rua,1,
dmarc.report@ustwo.com,ustwo.com,tier1-2-dns:dmarc_ruf,1,
dmarc.reports@detrack.com,detrack.com,tier1-2-dns:dmarc_rua,1,
dmarc.reports@saidot.ai,saidot.ai,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc.reports@sigma.software,sigma.software,tier1-2-dns:dmarc_rua,1,
dmarc.reports@timechimp.com,timechimp.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc.reports@ustwo.com,ustwo.com,tier1-2-dns:dmarc_rua,1,
dmarc.rua@capsule.video,capsule.video,tier1-2-dns:dmarc_rua,1,
dmarc.rua@genei.es,genei.es,tier1-2-dns:dmarc_rua,1,
dmarc.rua@omnea.co,omnea.co,tier1-2-dns:dmarc_rua,1,
dmarc.ruf@genei.es,genei.es,tier1-2-dns:dmarc_ruf,1,
dmarc010524@tektonic.ai,tektonic.ai,tier1-2-dns:dmarc_rua,1,
dmarc46321@levelupgroup.nl,levelupgroup.nl,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@1000ps.at,1000ps.at,tier1-2-dns:dmarc_rua,1,
dmarc@263.net,pateo.com.cn,tier1-2-dns:dmarc_ruf,1,
dmarc@2cloudnine.com,2cloudnine.com,tier1-2-dns:dmarc_rua,1,
dmarc@99c.co.za,99c.co.za,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@accelera.tech,accelera.tech,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@admanage.ai,admanage.ai,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@adologyai.com,adologyai.com,tier1-2-dns:dmarc_rua,1,
dmarc@agentmail.to,agentmail.to,tier1-2-dns:dmarc_rua,1,
dmarc@aivideo.com,aivideo.com,tier1-2-dns:dmarc_rua,1,
dmarc@alma.food,alma.food,tier1-2-dns:dmarc_rua,1,
dmarc@alpic.ai,alpic.ai,tier1-2-dns:dmarc_rua,1,
dmarc@ambarpartners.com,ambarpartners.com,tier1-2-dns:dmarc_rua,1,
dmarc@and.com,and.com,tier1-2-dns:dmarc_rua,1,
dmarc@antimetal.com,antimetal.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@antler.co,antler.co,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@apono.io,apono.io,tier1-2-dns:dmarc_rua,1,
dmarc@apter.com.br,apter.com.br,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@aris.in,aris.in,tier1-2-dns:dmarc_rua,1,
dmarc@artemisanalytics.com,artemis.ai,tier1-2-dns:dmarc_ruf,1,
dmarc@athenium.com,athenium.com,tier1-2-dns:dmarc_rua,1,
dmarc@atlaspeople.io,atlaspeople.io,tier1-2-dns:dmarc_rua,1,
dmarc@atlasx.co,atlasx.co,tier1-2-dns:dmarc_rua,1,
dmarc@atriumdata.ai,atriumdata.ai,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@audioscape.ai,audioscape.ai,tier1-2-dns:dmarc_rua,1,
dmarc@axiom.co,axiom.co,tier1-2-dns:dmarc_rua,1,
dmarc@basicops.com,basicops.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@baxtel.com,baxtel.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@bazze.io,bazze.io,tier1-2-dns:dmarc_rua,1,
dmarc@beautech.aero,beautech.aero,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@begolden.com.pl,begolden.com.pl,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@bizaway.com,bizaway.com,tier1-2-dns:dmarc_rua,1,
dmarc@builderhead.com,builderhead.com,tier1-2-dns:dmarc_rua,1,
dmarc@bytehide.com,bytehide.com,tier1-2-dns:dmarc_rua,1,
dmarc@camsbiometrics.com,camsbiometrics.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@carriyo.com,carriyo.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@caspio.com,caspio.com,tier1-2-dns:dmarc_rua,1,
dmarc@cevro.ai,cevro.ai,tier1-2-dns:dmarc_rua,1,
dmarc@chartmetric.com,chartmetric.com,tier1-2-dns:dmarc_rua,1,
dmarc@cirra.ai,cirra.ai,tier1-2-dns:dmarc_rua,1,
dmarc@clemta.com,clemta.com,tier1-2-dns:dmarc_rua,1,
dmarc@clerk.chat,clerk.chat,tier1-2-dns:dmarc_rua,1,
dmarc@cloudchipr.com,cloudchipr.com,tier1-2-dns:dmarc_rua,1,
dmarc@coastapp.com,coastapp.com,tier1-2-dns:dmarc_rua,1,
dmarc@collegepulse.com,collegepulse.com,tier1-2-dns:dmarc_rua,1,
dmarc@compliancely.com,compliancely.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@construflow.com.br,construflow.com.br,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@controlle.com,controlle.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@copilotkit.ai,copilotkit.ai,tier1-2-dns:dmarc_rua,1,
dmarc@cortea.ai,cortea.ai,tier1-2-dns:dmarc_rua,1,
dmarc@cstltd.com,cst.co.uk,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@cuckooworkout.com,cuckooworkout.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@darkmatter.is,darkmatter.is,tier1-2-dns:dmarc_rua,1,
dmarc@data-axle.com,data-axle.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@datahub.com,datahub.com,tier1-2-dns:dmarc_rua,1,
dmarc@datanomik.com,datanomik.com,tier1-2-dns:dmarc_rua,1,
dmarc@datarails.com,datarails.com,tier1-2-dns:dmarc_rua,1,
dmarc@diffly.co,diffly.co,tier1-2-dns:dmarc_rua,1,
dmarc@dj.studio,dj.studio,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@doktormartin.sk,doktormartin.sk,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@doola.com,doola.com,tier1-2-dns:dmarc_rua,1,
dmarc@easesolutions.com,easesolutions.com,tier1-2-dns:dmarc_rua,1,
dmarc@eliex.ai,eliex.ai,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@embankment.com,embankment.com,tier1-2-dns:dmarc_rua,1,
dmarc@enapter.com,enapter.com,tier1-2-dns:dmarc_rua,1,
dmarc@escape.tech,escape.tech,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@estudiomx.com.br,silveiro.com.br,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@eunice.ai,eunice.ai,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@evertrace.ai,evertrace.ai,tier1-2-dns:dmarc_rua,1,
dmarc@exa.ai,exa.ai,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@findable.ai,findable.ai,tier1-2-dns:dmarc_rua,1,
dmarc@firstlight.farm,firstlight.farm,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@flipsnack.com,flipsnack.com,tier1-2-dns:dmarc_rua,1,
dmarc@flowrms.com,flowrms.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@fonzi.ai,fonzi.ai,tier1-2-dns:dmarc_rua,1,
dmarc@foundational.io,foundational.io,tier1-2-dns:dmarc_rua,1,
dmarc@frontguys.fr,frontguys.fr,tier1-2-dns:dmarc_ruf,1,
dmarc@gamma.app,gamma.app,tier1-2-dns:dmarc_rua,1,
dmarc@general.legal,general.legal,tier1-2-dns:dmarc_rua,1,
dmarc@geotab.com,geotab.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@getbusy.com,workiro.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@getsift.ai,getsift.ai,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@gevme.com,snapsight.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@giatecscientific.com,giatecscientific.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@glede.app,glede.app,tier1-2-dns:dmarc_rua,1,
dmarc@globaldatabase.com,globaldatabase.com,tier1-2-dns:dmarc_rua,1,
dmarc@go1.com,go1.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@goconsensus.com,goconsensus.com,tier1-2-dns:dmarc_rua,1,
dmarc@goextrovert.com,goextrovert.com,tier1-2-dns:dmarc_rua,1,
dmarc@goldfishads.com,goldfishads.com,tier1-2-dns:dmarc_rua,1,
dmarc@handwrytten.com,handwrytten.com,tier1-2-dns:dmarc_rua,1,
dmarc@hbflavor.com,hbflavor.com,tier1-2-dns:dmarc_rua,1,
dmarc@healthkey.health,healthkey.health,tier1-2-dns:dmarc_rua,1,
dmarc@hivecpq.com,hivecpq.com,tier1-2-dns:dmarc_rua,1,
dmarc@homeric.ai,homeric.ai,tier1-2-dns:dmarc_rua,1,
dmarc@hypercore.ai,hypercore.ai,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@icustomer.ai,icustomer.ai,tier1-2-dns:dmarc_rua,1,
dmarc@inbound.flowmailer.net,powernaut.io,tier1-2-dns:dmarc_rua,1,
dmarc@influx.com,influx.com,tier1-2-dns:dmarc_ruf,1,
dmarc@inno.dev,qoets.nl,tier1-2-dns:dmarc_rua,1,
dmarc@insiderone.com,insiderone.com,tier1-2-dns:dmarc_rua,1,
dmarc@insurely.com,insurely.com,tier1-2-dns:dmarc_rua,1,
dmarc@intellizence.com,intellizence.com,tier1-2-dns:dmarc_rua,1,
dmarc@itgenius.com,itgenius.com,tier1-2-dns:dmarc_rua,1,
dmarc@itstoday.org,itstoday.org,tier1-2-dns:dmarc_rua,1,
dmarc@jointimecloud.com,jointimecloud.com,tier1-2-dns:dmarc_rua,1,
dmarc@judgmentlabs.ai,judgmentlabs.ai,tier1-2-dns:dmarc_rua,1,
dmarc@july.com,july.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@kiingo.com,kiingo.com,tier1-2-dns:dmarc_rua,1,
dmarc@knapsack.cloud,knapsack.cloud,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@kotzilla.io,kotzilla.io,tier1-2-dns:dmarc_rua,1,
dmarc@kruncher.ai,kruncher.ai,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@lanterne.ai,lanterne.ai,tier1-2-dns:dmarc_rua,1,
dmarc@lasso.security,lasso.security,tier1-2-dns:dmarc_rua,1,
dmarc@legroupenova.com,legroupenova.com,tier1-2-dns:dmarc_rua,1,
dmarc@leonardo.ai,leonardo.ai,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@lickd.co,lickd.co,tier1-2-dns:dmarc_rua,1,
dmarc@lightmetrics.co,lightmetrics.co,tier1-2-dns:dmarc_rua,1,
dmarc@lilt.com,lilt.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@linktr.ee,linktr.ee,tier1-2-dns:dmarc_rua,1,
dmarc@littlebird.ai,littlebird.ai,tier1-2-dns:dmarc_rua,1,
dmarc@liveseo.com.br,liveseo.com.br,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@llamaindex.ai,llamaindex.ai,tier1-2-dns:dmarc_rua,1,
dmarc@lnk.bio,lnk.bio,tier1-2-dns:dmarc_rua,1,
dmarc@locates.com.br,locates.com.br,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@lulifama.com,lulifama.com,tier1-2-dns:dmarc_rua,1,
dmarc@luminpdf.com,luminpdf.com,tier1-2-dns:dmarc_rua,1,
dmarc@mail.brandamplifi.com,mdgsolutions.com,tier1-2-dns:dmarc_rua,1,
dmarc@manossoftware.com,manossoftware.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@manufact.com,manufact.com,tier1-2-dns:dmarc_rua,1,
dmarc@marketxls.com,marketxls.com,tier1-2-dns:dmarc_rua,1,
dmarc@materialsmarket.com,materialsmarket.com,tier1-2-dns:dmarc_rua,1,
dmarc@matik.io,matik.io,tier1-2-dns:dmarc_rua,1,
dmarc@mdgadvertising.com,mdgsolutions.com,tier1-2-dns:dmarc_rua,1,
dmarc@me-qr.com,me-qr.com,tier1-2-dns:dmarc_rua,1,
dmarc@meandu.com,meandu.com,tier1-2-dns:dmarc_rua,1,
dmarc@medasystems.com,medasystems.com,tier1-2-dns:dmarc_rua,1,
dmarc@meetjamie.ai,meetjamie.ai,tier1-2-dns:dmarc_rua,1,
dmarc@meetminutes.in,meetminutes.in,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@mercury.com,mercury.com,tier1-2-dns:dmarc_rua,1,
dmarc@mesmer.co,mesmer.co,tier1-2-dns:dmarc_rua,1,
dmarc@messari.io,messari.io,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@meteomatics.com,meteomatics.com,tier1-2-dns:dmarc_rua,1,
dmarc@minicrm.email,minicrm.hu,tier1-2-dns:dmarc_rua,2,
dmarc@mogul.club,mogul.club,tier1-2-dns:dmarc_rua,1,
dmarc@montai.com,montai.com,tier1-2-dns:dmarc_rua,1,
dmarc@msotecnologia.com.br,absoluteinvestimentos.com.br,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@mudstack.com,mudstack.com,tier1-2-dns:dmarc_rua,1,
dmarc@musixmatch.com,musixmatch.com,tier1-2-dns:dmarc_rua,1,
dmarc@native.security,native.security,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@nekt.com,nekt.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@nex.ai,nex.ai,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@nostra.ai,nostra.ai,tier1-2-dns:dmarc_rua,1,
dmarc@okam.ch,maya-pci.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@oneassessment.com,oneassessment.com,tier1-2-dns:dmarc_rua,1,
dmarc@optimizely.com,optimizely.com,tier1-2-dns:dmarc_rua,1,
dmarc@orbb.com,orbb.com,tier1-2-dns:dmarc_rua,1,
dmarc@oxit.com,oxit.com,tier1-2-dns:dmarc_rua,1,
dmarc@pappers.fr,pappers.fr,tier1-2-dns:dmarc_rua,1,
dmarc@parcllabs.com,parcllabs.com,tier1-2-dns:dmarc_rua,1,
dmarc@parkable.com,parkable.com,tier1-2-dns:dmarc_rua,1,
dmarc@particl.com,particl.com,tier1-2-dns:dmarc_rua,1,
dmarc@patch.io,patch.io,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@patentfield.com,patentfield.com,tier1-2-dns:dmarc_rua,1,
dmarc@patiobatel.com.br,patiobatel.com.br,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@paymob.com,paymob.com,tier1-2-dns:dmarc_rua,1,
dmarc@pelcro.com,pelcro.com,tier1-2-dns:dmarc_rua,1,
dmarc@prixuserp.com,prixuserp.com,tier1-2-dns:dmarc_rua,1,
dmarc@prokeep.com,prokeep.com,tier1-2-dns:dmarc_rua,1,
dmarc@prompt.security,prompt.security,tier1-2-dns:dmarc_rua,1,
dmarc@qminder.com,qminder.com,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@raylu.ai,raylu.ai,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@receiptor.ai,receiptor.ai,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@referralcandy.com,referralcandy.com,tier1-2-dns:dmarc_rua,1,
dmarc@relay.app,relay.app,tier1-2-dns:dmarc_rua,1,
dmarc@revspire.io,revspire.io,tier1-2-dns:dmarc_rua,1,
dmarc@rivio.com.br,rivio.com.br,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@roboflow.com,roboflow.com,tier1-2-dns:dmarc_rua,1,
dmarc@rockhopper.co,rockhopper.co,tier1-2-dns:dmarc_rua,1,
dmarc@roomme.id,roomme.id,tier1-2-dns:dmarc_rua|tier1-2-dns:dmarc_ruf,2,
dmarc@rowzero.com,rowzero.com,tier1-2-dns:dmarc_rua,1,
dmarc@rp.laneful.net,customer.io,tier1-2-dns:dmarc_rua,1,
dmarc@sacavalcante.com.br,sacavalcante.com.br,tier1-2-dns:dmarc_rua,1,
dmarc@saleshandy.com,saleshandy.com,tier1-2-dns:dmarc_rua,1,
dmarc@schemaapp.com,schemaapp.com,tier1-2-dns:dmarc_rua,1,
dmarc@scientist.com,scientist.com,tier1-2-dns:dmarc_ruf,1,
dmarc@seamlessai.com,seamless.ai,tier1-2-dns:dmarc_rua,1,
dmarc@searchinfluence.com,searchinfluence.com,tier1-2-dns:dmarc_ruf,1,
dmarc@seerinteractive.com,seerinteractive.com,tier1-2-dns:dmarc_ruf,1,
