domain,email,tier,tier_label
flashbots.net,security@flashbots.net,S2,Security
flashvote.com,support@flashvote.com,S8,Support / help
flashvote.com,hello@flashvote.com,S9,Generic info / contact
flexmls.com,security@flexmls.com,S2,Security
flexmls.com,idxsupport@flexmls.com,S8,Support / help
flexmls.com,support@flexmls.com,S8,Support / help
flipsnack.com,contact@flipsnack.com,S9,Generic info / contact
flodesk.com,security@flodesk.com,S2,Security
flotiq.com,support@flotiq.com,S8,Support / help
flotiq.com,hello@flotiq.com,S9,Generic info / contact
flowcode.com,secops@flowcode.com,S1,PSIRT / CERT / SOC
flylance.com,info@flylance.com,S9,Generic info / contact
fomo.ai,hi@fomo.ai,S9,Generic info / contact
fomo.ai,info@fomo.ai,S9,Generic info / contact
fonzi.ai,hello@fonzi.ai,S9,Generic info / contact
foresight.ai,security@foresight.ai,S2,Security
formant.io,security@formant.io,S2,Security
formassembly.com,security@formassembly.com,S2,Security
forte.co.nz,info@forte.co.nz,S9,Generic info / contact
forter.com,security@forter.com,S2,Security
founderplus.id,hello@founderplus.id,S9,Generic info / contact
fpre.ch,info@fpre.ch,S9,Generic info / contact
frame.io,security@frame.io,S2,Security
frame.io,support@frame.io,S8,Support / help
freee.co.jp,psirt+fail@freee.co.jp,S1,PSIRT / CERT / SOC
freee.co.jp,psirt@freee.co.jp,S1,PSIRT / CERT / SOC
fresha.com,hello@fresha.com,S8,Support / help
freshbus.com,care@freshbus.com,S8,Support / help
frictionlessit.net,info@frictionlessit.net,S9,Generic info / contact
friday.nl,info@friday.nl,S9,Generic info / contact
frontguys.fr,security@frontguys.fr,S2,Security
frontguys.fr,contact@frontguys.fr,S9,Generic info / contact
fulfyld.com,hey@fulfyld.com,S9,Generic info / contact
fullenrich.com,support@fullenrich.com,S8,Support / help
furious-squad.com,contact@furious-squad.com,S9,Generic info / contact
fusionpact.com,support@fusionpact.com,S8,Support / help
futureprinciple.com,secops@futureprinciple.com,S1,PSIRT / CERT / SOC
futuresearch.ai,support@futuresearch.ai,S8,Support / help
futuresearch.ai,hello@futuresearch.ai,S9,Generic info / contact
futuresnoops.com,hello@futuresnoops.com,S9,Generic info / contact
fyma.ai,info@fyma.ai,S9,Generic info / contact
fyxer.com,security@fyxer.com,S2,Security
gaiasuite.com,contact@gaiasuite.com,S9,Generic info / contact
gatsby.events,help@gatsby.events,S8,Support / help
gcaa.gov.ae,cyber@gcaa.gov.ae,S2,Security
gcit.com.au,support@gcit.com.au,S8,Support / help
gdicwins.com,info@gdicwins.com,S9,Generic info / contact
geekbot.com,security@geekbot.com,S2,Security
geekbot.com,hey@geekbot.com,S9,Generic info / contact
gem.com,security@gem.com,S2,Security
gem.com,support@gem.com,S8,Support / help
general.legal,info@general.legal,S9,Generic info / contact
generect.com,info@generect.com,S9,Generic info / contact
genially.com,security@genially.com,S2,Security
genially.com,support@genially.com,S8,Support / help
geopard.tech,support@geopard.tech,S8,Support / help
geopard.tech,info@geopard.tech,S9,Generic info / contact
geotab.com,security@geotab.com,S2,Security
getaleph.com,security@getaleph.com,S2,Security
getaptly.com,help@getaptly.com,S8,Support / help
getbalance.com,security@getbalance.com,S2,Security
getcroissant.com,support@getcroissant.com,S8,Support / help
getdalton.com,team@getdalton.com,S9,Generic info / contact
getdex.com,security@getdex.com,S2,Security
getdex.com,contact@getdex.com,S9,Generic info / contact
getken.ai,contact@getken.ai,S9,Generic info / contact
getpalm.com,security@getpalm.com,S2,Security
getpalm.com,help@getpalm.com,S8,Support / help
getpalm.com,hello@getpalm.com,S9,Generic info / contact
getrecast.com,info@getrecast.com,S9,Generic info / contact
getresponse.com,security@getresponse.com,S2,Security
getresponse.com,info@getresponse.com,S9,Generic info / contact
getsales.io,support@getsales.io,S8,Support / help
getsift.ai,security@getsift.ai,S2,Security
getsift.ai,support@getsift.ai,S8,Support / help
getsponsy.com,hi@getsponsy.com,S9,Generic info / contact
giatecscientific.com,support@giatecscientific.com,S8,Support / help
gigworx.com,help@gigworx.com,S8,Support / help
gigworx.com,slcsouth@gigworx.com,S8,Support / help
gigworx.com,support@gigworx.com,S8,Support / help
gigworx.com,info@gigworx.com,S9,Generic info / contact
gleap.io,security@gleap.io,S2,Security
glede.app,support@glede.app,S8,Support / help
globaldatabase.com,office@globaldatabase.com,S9,Generic info / contact
glowtify.com,hey@glowtify.com,S9,Generic info / contact
go1.com,security@go1.com,S2,Security
gocardless.com,vuln-disc@gocardless.com,S0,Bug bounty / VDP
gocardless.com,help@gocardless.com,S8,Support / help
goconsensus.com,security@goconsensus.com,S2,Security
gocsm.com,info@gocsm.com,S9,Generic info / contact
goextrovert.com,support@goextrovert.com,S8,Support / help
goflink.com,it-security@goflink.com,S2,Security
goideally.com,hello@ideally.com,S8,Support / help
goldfishads.com,info@goldfishads.com,S9,Generic info / contact
goldwasserexchange.be,security@goldwasserexchange.be,S2,Security
goodwatercap.com,info@goodwatercap.com,S9,Generic info / contact
gopitcrew.com,support@gopitcrew.com,S8,Support / help
gothru.co,support@gothru.co,S8,Support / help
gothru.co,info@gothru.co,S9,Generic info / contact
gotobeat.com,security@gotobeat.com,S2,Security
gotobeat.com,hello@gotobeat.com,S9,Generic info / contact
gowindmill.com,support@gowindmill.com,S8,Support / help
gpbullhound.com,security@gpbullhound.com,S2,Security
gpbullhound.com,hello.berlin@gpbullhound.com,S9,Generic info / contact
gpbullhound.com,hello.frankfurt@gpbullhound.com,S9,Generic info / contact
gpbullhound.com,hello.kl@gpbullhound.com,S9,Generic info / contact
gpbullhound.com,hello.london@gpbullhound.com,S9,Generic info / contact
gpbullhound.com,hello.madrid@gpbullhound.com,S9,Generic info / contact
gpbullhound.com,hello.malaga@gpbullhound.com,S9,Generic info / contact
gpbullhound.com,hello.manchester@gpbullhound.com,S9,Generic info / contact
gpbullhound.com,hello.nyc@gpbullhound.com,S9,Generic info / contact
gpbullhound.com,hello.paris@gpbullhound.com,S9,Generic info / contact
gpbullhound.com,hello.sf@gpbullhound.com,S9,Generic info / contact
gpbullhound.com,hello.stockholm@gpbullhound.com,S9,Generic info / contact
grafana.com,info@grafana.com,S9,Generic info / contact
grapelaw.com,info@grapelaw.com,S9,Generic info / contact
grasp.study,support@grasp.study,S8,Support / help
green-api.com,support@green-api.com,S8,Support / help
greenstreet.com,security@greenstreet.com,S2,Security
greenstreet.com,clientsupport@greenstreet.com,S8,Support / help
grove.co,support@grove.co,S8,Support / help
growthfactor.ai,security@growthfactor.ai,S2,Security
growthfactor.ai,hello@growthfactor.ai,S9,Generic info / contact
growthkitchen.co,support@growthkitchen.co,S8,Support / help
growthkitchen.co,info@growthkitchen.co,S9,Generic info / contact
hackle.io,security@hackle.io,S2,Security
hackle.io,support@hackle.io,S8,Support / help
hadrian.io,security@hadrian.io,S2,Security
haiku.fr,security@haiku.fr,S2,Security
haiku.fr,service@haiku.fr,S8,Support / help
halfmoonempanadas.com,info@halfmoonempanadas.com,S9,Generic info / contact
haloai.co.id,support@haloai.co.id,S8,Support / help
handwrytten.com,security@handwrytten.com,S2,Security
handwrytten.com,contact@handwrytten.com,S9,Generic info / contact
handy.la,hola@handy.la,S9,Generic info / contact
happycog.com,hello@happycog.com,S9,Generic info / contact
harness.io,security@harness.io,S2,Security
headlight.co,security@headlight.co,S2,Security
headlight.co,contact@headlight.co,S9,Generic info / contact
healthkey.health,info@healthkey.health,S9,Generic info / contact
hellobonsai.com,support@hellobonsai.com,S8,Support / help
hellodarwin.com,info@hellodarwin.com,S9,Generic info / contact
helmer.app,contact@helmer.app,S9,Generic info / contact
heroku.com,bugbountymanager@salesforce.com,S0,Bug bounty / VDP
heroku.com,security@heroku.com,S2,Security
hex.inc,hey@hex.inc,S9,Generic info / contact
heyflow.com,security@heyflow.com,S2,Security
heygen.com,security@heygen.com,S2,Security
heygen.com,support@heygen.com,S8,Support / help
heygen.com,contact@heygen.com,S9,Generic info / contact
heymantle.com,security@heymantle.com,S2,Security
heymarvin.com,security@heymarvin.com,S2,Security
heymarvin.com,support@heymarvin.com,S8,Support / help
heymarvin.com,hi@heymarvin.com,S9,Generic info / contact
hfsresearch.com,support@hfsresearch.com,S8,Support / help
higgsfield.ai,security@higgsfield.ai,S2,Security
higgsfield.ai,support@higgsfield.ai,S8,Support / help
highspot.com,security@highspot.com,S2,Security
highspot.com,help@highspot.com,S8,Support / help
himalayas.app,hi@himalayas.app,S9,Generic info / contact
himodus.com,security@himodus.com,S2,Security
hivecpq.com,hello@hivecpq.com,S9,Generic info / contact
hivecpq.com,info@hivecpq.com,S9,Generic info / contact
hoicko.ai,hello@hoicko.ai,S9,Generic info / contact
holidu.com,security@holidu.com,S2,Security
homeric.ai,info@homeric.ai,S9,Generic info / contact
hortitec.es,info@hortitec.es,S9,Generic info / contact
hospitable.com,security@hospitable.com,S2,Security
houseamp.com,support@houseamp.com,S8,Support / help
houseamp.com,hello@houseamp.com,S9,Generic info / contact
howz.com,info@howz.com,S9,Generic info / contact
hri-research.org,info@hri-research.org,S9,Generic info / contact
hsa.org.ua,info@hsa.org.ua,S9,Generic info / contact
hsa.org.ua,info@org.ua,S9,Generic info / contact
hubspot.com,security-notifications@hubspot.com,S2,Security
hubstaff.com,security@hubstaff.com,S2,Security
hubstaff.com,support@hubstaff.com,S8,Support / help
humaans.io,security@humaans.io,S2,Security
humaans.io,team@humaans.io,S9,Generic info / contact
hundredx.com,security@hundredx.com,S2,Security
hvakr.com,support@hvakr.com,S8,Support / help
hypercore.ai,support@hypercore.ai,S8,Support / help
hypercore.ai,contact@hypercore.ai,S9,Generic info / contact
hyperline.co,security@hyperline.co,S2,Security
hyperline.co,hello@hyperline.co,S9,Generic info / contact
i-glocal.com,info@i-glocal.com,S9,Generic info / contact
iamota.com,hello@iamota.com,S9,Generic info / contact
iasaglobal.org,contactus@iasaglobal.org,S9,Generic info / contact
icustomer.ai,hello@icustomer.ai,S9,Generic info / contact
icustomer.ai,info@icustomer.ai,S9,Generic info / contact
idc.com,security@idc.com,S2,Security
idc.com,idc_support@idc.com,S8,Support / help
idc.com,jp_support@idc.com,S8,Support / help
ideogram.ai,security@ideogram.ai,S2,Security
ifcroofing.com,info@ifcroofing.com,S9,Generic info / contact
iggnita.com,info@iggnita.com,S9,Generic info / contact
imperium.uk,hello@imperium.uk,S9,Generic info / contact
inboxally.com,support@inboxally.com,S8,Support / help
inboxkit.com,support@inboxkit.com,S8,Support / help
incident.io,security@incident.io,S2,Security
incident.io,support@incident.io,S8,Support / help
incomaker.com,support@incomaker.com,S8,Support / help
incorpro.ie,info@incorpro.ie,S9,Generic info / contact
indelible.co.nz,info@indelible.co.nz,S9,Generic info / contact
inderes.com,security@inderes.com,S2,Security
indicaonline.com,security@indicaonline.com,S2,Security
indicaonline.com,support@indicaonline.com,S8,Support / help
indmoney.com,security@indmoney.com,S2,Security
infakt.pl,bugbounty@infakt.pl,S0,Bug bounty / VDP
infakt.pl,info@infakt.pl,S9,Generic info / contact
infillion.com,security@infillion.com,S2,Security
inflection.io,security@inflection.io,S2,Security
inflection.io,support@inflection.io,S8,Support / help
influee.co,hello@influee.co,S9,Generic info / contact
influx.com,security@influx.com,S2,Security
infrasure.ai,info@infrasure.ai,S9,Generic info / contact
ingenious.build,security@ingenious.build,S2,Security
inki.tech,security@inki.tech,S2,Security
inki.tech,service@inki.tech,S8,Support / help
inki.tech,support@inki.tech,S8,Support / help
inki.tech,hello@inki.tech,S9,Generic info / contact
insided.com,security@insided.com,S2,Security
insites.com,security@insites.com,S2,Security
insites.com,support@insites.com,S8,Support / help
instabridge.com,support@instabridge.com,S8,Support / help
instantdb.com,hello@instantdb.com,S9,Generic info / contact
instrumentl.com,security@instrumentl.com,S2,Security
instrumentl.com,hello@instrumentl.com,S9,Generic info / contact
insurely.com,security@insurely.com,S2,Security
intellizence.com,info@intellizence.com,S9,Generic info / contact
intentwise.com,hello@intentwise.com,S9,Generic info / contact
intercom.com,security@intercom.com,S2,Security
interlockgtm.com,contact@interlockgtm.com,S9,Generic info / contact
interlockgtm.com,hello@interlockgtm.com,S9,Generic info / contact
investnext.com,security@investnext.com,S2,Security
investnext.com,support@investnext.com,S8,Support / help
iyengarnyc.org,info@iyengarnyc.org,S9,Generic info / contact
jahypotheques.ca,info@jahypotheques.ca,S9,Generic info / contact
jam.dev,security@jam.dev,S2,Security
jam.dev,hello@jam.dev,S9,Generic info / contact
jam7.com,security@jam7.com,S2,Security
janet.ai,support@janet.ai,S8,Support / help
janet.ai,adhit@janet.ai,S9,Generic info / contact
jasper.ai,security@jasper.ai,S2,Security
jasper.ai,hey@jasper.ai,S9,Generic info / contact
jepto.com,help@jepto.com,S8,Support / help
jibble.io,support@jibble.io,S8,Support / help
joinotto.com,hello@joinotto.com,S9,Generic info / contact
joinswsh.com,security@joinswsh.com,S2,Security
jointimecloud.com,info@jointimecloud.com,S9,Generic info / contact
jotform.com,support@jotform.com,S8,Support / help
jplug.io,hello@jplug.io,S9,Generic info / contact
jumpseller.com,security@jumpseller.com,S2,Security
jumpseller.com,support@jumpseller.com,S8,Support / help
jurny.com,support@jurny.com,S8,Support / help
kadoa.com,support@kadoa.com,S8,Support / help
kadoa.com,hello@kadoa.com,S9,Generic info / contact
kameobikes.com,info@kameobikes.com,S9,Generic info / contact
kameobikes.com,info_bxl@kameobikes.com,S9,Generic info / contact
kapptivate.com,hello@kapptivate.com,S9,Generic info / contact
karbonhq.com,security@karbonhq.com,S2,Security
karbonhq.com,support@karbonhq.com,S8,Support / help
kashable.com,security@kashable.com,S2,Security
kashable.com,support@kashable.com,S8,Support / help
katanamrp.com,security@katanamrp.com,S2,Security
katara.ai,security@katara.ai,S2,Security
katara.ai,hello@katara.ai,S9,Generic info / contact
keboola.com,security@keboola.com,S2,Security
keeping.com,support@keeping.com,S8,Support / help
kernel.ai,info@kernel.ai,S9,Generic info / contact
kertos.io,hello@kertos.io,S9,Generic info / contact
kertos.io,info@kertos.io,S9,Generic info / contact
kevel.com,security@kevel.com,S2,Security
kiingo.com,websitecontact@kiingo.com,S9,Generic info / contact
kime.ai,team@kime.ai,S9,Generic info / contact
kinesis.org,security@kinesis.org,S2,Security
kinesis.org,contact@kinesis.org,S9,Generic info / contact
kissterra.com,security@kissterra.com,S2,Security
kitabh.com,hello@kitabh.com,S9,Generic info / contact
kive.ai,security@kive.ai,S2,Security
kixie.com,security@kixie.com,S2,Security
kixie.com,support@kixie.com,S8,Support / help
klaviyo.com,security@klaviyo.com,S2,Security
kleer.se,support@kleer.se,S8,Support / help
klubi.com.br,security@klubi.com.br,S2,Security
knapsack.cloud,security@knapsack.cloud,S2,Security
knapsack.cloud,hello@knapsack.cloud,S9,Generic info / contact
knight-solutions.com,internalsecurity@knight-solutions.com,S2,Security
knight-solutions.com,securityalerts@knight-solutions.com,S2,Security
knock.app,support@knock.app,S8,Support / help
knocommerce.com,security@knocommerce.com,S2,Security
knocommerce.com,hello@knocommerce.com,S9,Generic info / contact
knotch.com,security@knotch.com,S2,Security
knowledgegategroup.com,info@knowledgegategroup.com,S9,Generic info / contact
kogenta.com,hello@kogenta.com,S9,Generic info / contact
konta.com,info@konta.com,S9,Generic info / contact
kotzilla.io,contact@kotzilla.io,S9,Generic info / contact
kourawealth.co.nz,info@kourawealth.co.nz,S9,Generic info / contact
kpicreatives.com,hello@kpicreatives.com,S9,Generic info / contact
kredfeed.com,contacto@kredfeed.com,S9,Generic info / contact
krisp.ai,security@krisp.ai,S2,Security
krisp.ai,info@krisp.ai,S9,Generic info / contact
kruncher.ai,info@kruncher.ai,S9,Generic info / contact
kscope.io,info@kscope.io,S9,Generic info / contact
kubit.ai,security@kubit.ai,S2,Security
kubit.ai,support@kubit.ai,S8,Support / help
kuradashi.jp,support@kuradashi.jp,S8,Support / help
kynship.co,info@kynship.co,S9,Generic info / contact
lambdatest.com,security@lambdatest.com,S2,Security
landstack.co.uk,security@landstack.co.uk,S2,Security
landstack.co.uk,support@landstack.co.uk,S8,Support / help
lansweeper.com,security@lansweeper.com,S2,Security
lanterne.ai,info@lanterne.ai,S9,Generic info / contact
lawtrades.com,help@lawtrades.com,S8,Support / help
lawvu.com,security@lawvu.com,S2,Security
lawvu.com,info@lawvu.com,S9,Generic info / contact
layer.team,help@layer.team,S8,Support / help
leadfeeder.com,security@leadfeeder.com,S2,Security
leadfeeder.com,support@leadfeeder.com,S8,Support / help
leadfeeder.com,info@leadfeeder.com,S9,Generic info / contact
leadmagic.io,security@leadmagic.io,S2,Security
leadmagic.io,support@leadmagic.io,S8,Support / help
leanlabs.com,hello@lean-labs.com,S8,Support / help
leanrs.com,info@leanrs.com,S9,Generic info / contact
legalmike.ai,security@legalmike.ai,S2,Security
legalmike.ai,info@legalmike.ai,S9,Generic info / contact
leonardo.ai,security@leonardo.ai,S2,Security
letsweel.com,help@letsweel.com,S8,Support / help
letterdrop.com,support@letterdrop.com,S8,Support / help
letterdrop.com,parthi@letterdrop.com,S9,Generic info / contact
levels.fyi,hello@levels.fyi,S9,Generic info / contact
levels.fyi,team@levels.fyi,S9,Generic info / contact
leverest.net,security@leverest.net,S2,Security
leverest.net,info@leverest.net,S9,Generic info / contact
levno.com,info@levno.com,S9,Generic info / contact
lhdottie.com,security@lhdottie.com,S2,Security
lightmetrics.co,contact@lightmetrics.co,S9,Generic info / contact
lightmetrics.co,info@lightmetrics.co,S9,Generic info / contact
lilt.com,security@lilt.com,S2,Security
limacharlie.io,security@limacharlie.io,S2,Security
limbomusic.com,info@limbomusic.com,S9,Generic info / contact
limelife.com,wecare@limelife.com,S8,Support / help
lindo.ai,support@lindo.ai,S8,Support / help
linear.app,security@linear.app,S2,Security
linear.app,support@linear.app,S8,Support / help
linear.app,hello@linear.app,S9,Generic info / contact
link37.org,info@link37.org,S9,Generic info / contact
listalpha.com,security@listalpha.com,S2,Security
listalpha.com,info@listalpha.com,S9,Generic info / contact
listenlabs.ai,security@listenlabs.ai,S2,Security
listenlabs.ai,support@listenlabs.ai,S8,Support / help
littlebird.ai,security@littlebird.ai,S2,Security
littlebird.ai,support@littlebird.ai,S8,Support / help
liverem.com,hello@liverem.com,S9,Generic info / contact
llamaindex.ai,security@llamaindex.ai,S2,Security
lnk.bio,support@lnk.bio,S8,Support / help
loadshare.net,info@loadshare.net,S9,Generic info / contact
lockchain.ai,security@lockchain.ai,S2,Security
lockchain.ai,support@lockchain.ai,S8,Support / help
loft47.com,support@loft47.com,S8,Support / help
loft47.com,connect@loft47.com,S9,Generic info / contact
logic.inc,support@logic.inc,S8,Support / help
logrocket.com,support@logrocket.com,S8,Support / help
logto.io,security@logto.io,S2,Security
logto.io,contact@logto.io,S9,Generic info / contact
lokalise.com,security@lokalise.com,S2,Security
lokalise.com,support@lokalise.com,S8,Support / help
lokalise.com,hello@lokalise.com,S9,Generic info / contact
lookback.io,support@lookback.io,S8,Support / help
loopai.com,support@loopai.com,S8,Support / help
lorikeetcx.ai,security@lorikeetcx.ai,S2,Security
lovable.dev,support@lovable.dev,S8,Support / help
lovable.dev,dsa-contact@lovable.dev,S9,Generic info / contact
ludusengine.com,security@ludusengine.com,S2,Security
luma.com,security@luma.com,S2,Security
lumar.io,security@lumar.io,S2,Security
lumar.io,support@lumar.io,S8,Support / help
lumar.io,hello@lumar.io,S9,Generic info / contact
luminpdf.com,security@luminpdf.com,S2,Security
luminpdf.com,support@luminpdf.com,S8,Support / help
mabl.com,inquiry@mabl.com,S9,Generic info / contact
madelevator.com,customerservice@madelevator.com,S8,Support / help
madelevator.com,support@madelevator.com,S8,Support / help
maestrolabs.com,security@maestrolabs.com,S2,Security
maestrolabs.com,support.uk@maestrolabs.com,S8,Support / help
maestrolabs.com,support@maestrolabs.com,S8,Support / help
maestrolabs.com,teams@maestrolabs.com,S9,Generic info / contact
magicpatterns.com,security@magicpatterns.com,S2,Security
magicpatterns.com,support@magicpatterns.com,S8,Support / help
magnific.com,security@magnific.com,S2,Security
mailersend.com,security@mailersend.com,S2,Security
mailersend.com,info@mailersend.com,S9,Generic info / contact
mailkit.com,helpdesk@mailkit.com,S8,Support / help
make.com,security@make.com,S2,Security
manatal.com,security@manatal.com,S2,Security
manatal.com,support@manatal.com,S8,Support / help
manatal.com,contact@manatal.com,S9,Generic info / contact
manossoftware.com,info@manossoftware.com,S9,Generic info / contact
manufact.com,security@manufact.com,S2,Security
manufact.com,support@manufact.com,S8,Support / help
manus.im,contact@manus.im,S9,Generic info / contact
mapbox.com,security@mapbox.com,S2,Security
marketxls.com,support@marketxls.com,S8,Support / help
marq.com,security@marq.com,S2,Security
marq.com,support@marq.com,S8,Support / help
marqii.com,support@marqii.com,S8,Support / help
marvinrecruiter.com,contact@marvinrecruiter.com,S9,Generic info / contact
masters.vc,info@masters.vc,S9,Generic info / contact
matador.ai,security@matador.ai,S2,Security
materialsmarket.com,theteam@materialsmarket.com,S9,Generic info / contact
matik.io,security@matik.io,S2,Security
matik.io,contact@matik.io,S9,Generic info / contact
matik.io,hello@matik.io,S9,Generic info / contact
maxhealth.tech,hello@maxhealth.tech,S9,Generic info / contact
maya-pci.com,contact@maya-pci.com,S9,Generic info / contact
me-qr.com,support@me-qr.com,S8,Support / help
me.sh,security@me.sh,S2,Security
me.sh,care@me.sh,S8,Support / help
measured.com,security@measured.com,S2,Security
measured.com,info@measured.com,S9,Generic info / contact
medasystems.com,support@medasystems.com,S8,Support / help
medasystems.com,info@medasystems.com,S9,Generic info / contact
mediafly.com,info@mediafly.com,S9,Generic info / contact
mediamath.com,security@mediamath.com,S2,Security
mee6.xyz,security@mee6.xyz,S2,Security
meetgeek.ai,security@meetgeek.ai,S2,Security
meetgeek.ai,support@meetgeek.ai,S8,Support / help
meetgeek.ai,hello@meetgeek.ai,S9,Generic info / contact
meetjamie.ai,security@meetjamie.ai,S2,Security
meetjamie.ai,support@meetjamie.ai,S8,Support / help
meetjamie.ai,hey@meetjamie.ai,S9,Generic info / contact
meetup.com,security@meetup.com,S2,Security
megaport.com,vulnerability.disclosure@megaport.com,S0,Bug bounty / VDP
meikai.ai,hello@meikai.ai,S9,Generic info / contact
meisterlabs.com,security@meisterlabs.com,S2,Security
meisterlabs.com,support@meisterlabs.com,S8,Support / help
memberspot.de,info@memberspot.de,S9,Generic info / contact
memberstack.com,support@memberstack.com,S8,Support / help
mendo.cloud,hi@mendo.cloud,S9,Generic info / contact
mentionlytics.com,helpdesk@mentionlytics.com,S8,Support / help
meow.com,security@meow.com,S2,Security
meow.com,support@meow.com,S8,Support / help
mercadolibre.com,bugbounty@mercadolibre.com,S0,Bug bounty / VDP
mercury.com,security@mercury.com,S2,Security
mercury.com,help@mercury.com,S8,Support / help
mercury.com,hello@mercury.com,S9,Generic info / contact
mesmer.co,security@mesmer.co,S2,Security
meteomatics.com,security@meteomatics.com,S2,Security
micador.com.au,security@micador.com.au,S2,Security
middesk.com,security@middesk.com,S2,Security
middesk.com,support@middesk.com,S8,Support / help
milemaker.com,security@milemaker.com,S2,Security
millow.co,enquiries@millow.co,S9,Generic info / contact
millow.co,hello@millow.co,S9,Generic info / contact
minicoursegenerator.com,support@minicoursegenerator.com,S8,Support / help
minicrm.hu,help@minicrm.hu,S8,Support / help
minubo.com,contact@minubo.com,S9,Generic info / contact
minubo.com,mathias@minubo.com,S9,Generic info / contact
miro.com,security@miro.com,S2,Security
mitsiomotu.com,info@mitsiomotu.com,S9,Generic info / contact
mittwald.de,security@mittwald.de,S2,Security
mixmax.com,security@mixmax.com,S2,Security
mixmax.com,support@mixmax.com,S8,Support / help
mixpanel.com,bugbounty@mixpanel.com,S0,Bug bounty / VDP
mixpanel.com,security@mixpanel.com,S2,Security
modoenergy.com,security@modoenergy.com,S2,Security
mogul.club,support@mogul.club,S8,Support / help
momentumamp.com,help@momentumamp.com,S8,Support / help
monest.com.br,security@monest.com.br,S2,Security
moodys.com,security@moodys.com,S2,Security
moodys.com,clientservices@moodys.com,S8,Support / help
moovel.com,security@moovel.com,S2,Security
morganastudios.com,info@morganastudios.com,S9,Generic info / contact
morgans.com.au,security@morgans.com.au,S2,Security
morningscore.io,info@morningscore.io,S9,Generic info / contact
morningstar.com,security@morningstar.com,S2,Security
motra.com,hello@motra.com,S9,Generic info / contact
msci.com,security@msci.com,S2,Security
msci.com,event_inquiry@msci.com,S9,Generic info / contact
mscience.com,info@mscience.com,S9,Generic info / contact
musixmatch.com,security@musixmatch.com,S2,Security
mutinyhq.com,security@mutinyhq.com,S2,Security
mux.com,security@mux.com,S2,Security
mydevices.com,security@mydevices.com,S2,Security
mymeet.ai,hello@mymeet.ai,S9,Generic info / contact
myn.co.uk,support@myn.co.uk,S8,Support / help
myswimpro.com,support@myswimpro.com,S8,Support / help
n3xt.io,infosec@n3xt.io,S1,PSIRT / CERT / SOC
n3xt.io,security@n3xt.io,S2,Security
namauu.com,security@namauu.com,S2,Security
namauu.com,contact@namauu.com,S9,Generic info / contact
nanonets.com,info@nanonets.com,S9,Generic info / contact
napta.io,security@napta.io,S2,Security
narrative.io,security@narrative.io,S2,Security
nativo.com,security@nativo.com,S2,Security
natura.io,security@natura.io,S2,Security
navan.com,sre+cert@navan.com,S1,PSIRT / CERT / SOC
navan.com,security@navan.com,S2,Security
nclarity.com,security@nclarity.com,S2,Security
nclarity.com,info@nclarity.com,S9,Generic info / contact
nebuly.com,info@nebuly.com,S9,Generic info / contact
netradyne.com,infosec@netradyne.com,S1,PSIRT / CERT / SOC
netradyne.com,soc@netradyne.com,S1,PSIRT / CERT / SOC
netradyne.com,partnersupport@netradyne.com,S8,Support / help
netradyne.com,support@netradyne.com,S8,Support / help
neurosity.co,support@neurosity.co,S8,Support / help
neutroon.com,info@neutroon.com,S9,Generic info / contact
nevent.ai,support@nevent.ai,S8,Support / help
nevent.ai,info@nevent.ai,S9,Generic info / contact
newstex.com,support@newstex.com,S8,Support / help
nex.ai,security@nex.ai,S2,Security
nex.ai,contact@nex.ai,S9,Generic info / contact
nextdocs.io,hello@nextdocs.io,S9,Generic info / contact
nexyo.io,info@nexyo.io,S9,Generic info / contact
nocfo.io,info@nocfo.io,S9,Generic info / contact
noma.security,security@noma.security,S2,Security
nostra.ai,security@nostra.ai,S2,Security
notion.com,support@notionhq.com,S8,Support / help
novatalent.com,security@novatalent.com,S2,Security
novatalent.com,info@novatalent.com,S9,Generic info / contact
novatech.com.ar,contacto@novatech.com.ar,S9,Generic info / contact
noviams.com,security@noviams.com,S2,Security
noviams.com,info@noviams.com,S9,Generic info / contact
novoplan.com.au,security@novoplan.com.au,S2,Security
novoplan.com.au,info@novoplan.com.au,S9,Generic info / contact
novopsych.com,info@novopsych.com,S9,Generic info / contact
nue.io,security@nue.io,S2,Security
nvoip.com.br,lgpd@nvoip.com.br,S9,Generic info / contact
nyquistai.com,service@nyquistai.com,S8,Support / help
nyquistai.com,support@nyquistai.com,S8,Support / help
nyquistai.com,info@nyquistai.com,S9,Generic info / contact
nyquistai.com,privacyenquiries@nyquistai.com,S9,Generic info / contact
obat.fr,security@obat.fr,S2,Security
obat.fr,support@obat.fr,S8,Support / help
octolane.com,security@octolane.com,S2,Security
octoparse.com,support@octoparse.com,S8,Support / help
oktopost.com,security@oktopost.com,S2,Security
oliverslabels.com,info@oliverslabels.com,S9,Generic info / contact
omnea.co,security@omnea.co,S2,Security
omnea.co,support@omnea.co,S8,Support / help
omnicasa.com,info@omnicasa.com,S9,Generic info / contact
omnidim.io,security@omnidim.io,S2,Security
omnidim.io,support@omnidim.io,S8,Support / help
omnivio.io,contact@omnivio.io,S9,Generic info / contact
oncrawl.com,security@oncrawl.com,S2,Security
oncrawl.com,nhello@oncrawl.com,S9,Generic info / contact
oneassessment.com,hello@oneassessment.com,S9,Generic info / contact
onepage.io,security@onepage.io,S2,Security
onepay.com,responsible-disclosure@onepay.com,S0,Bug bounty / VDP
